,Unnamed: 0,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
1590,410,"RAYMAN BUILDERS, INC.",Corporation,24-Mar-2008,Platinum,Active,07-Aug-2020,07-Aug-2021,200803196121458812799
1591,411,DWT REAL ESTATE LESSOR,Single Proprietorship,30-Jul-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,202007222654850726942
1592,412,HYPER REV GASOLINE,Single Proprietorship,02-May-2017,Platinum,Active,07-Aug-2020,07-Aug-2021,2017051650931649604573
1593,413,ABSOLUTE ENGINEERING AND SUPPLIES,Single Proprietorship,17-Feb-2010,Platinum,Active,10-Aug-2020,10-Aug-2021,20100232158737266054
1594,414,3 KINGS PETRON SERVICE STATION,Single Proprietorship,30-Sep-2013,Platinum,Active,07-Aug-2020,10-Sep-2021,201309835081614287315
1595,415,"MANCHEM INDUSTRIES, INC.",Corporation,01-Dec-2004,Platinum,Active,13-Aug-2020,13-Aug-2021,20041258031662711524
1596,416,"LA NUEVA SUPERMART, INC.",Corporation,03-Mar-2006,Platinum,Active,12-Aug-2020,12-Aug-2021,2006039606344130390
1597,417,"CT CITIMOTORS, INC.",Corporation,10-Feb-2004,Platinum,Active,12-Aug-2020,12-Aug-2021,2004022684402839306
1598,418,STAR ONE GAS STATION,Single Proprietorship,29-Jan-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,202001208923905610228
1599,419,"AFGLA SECURITY AGENCY, INC.",Corporation,25-Sep-2014,Platinum,Active,10-Aug-2020,10-Aug-2021,201409115069320116454
1600,420,"METRO RETAIL STORES GROUP, INC.",Corporation,14-Aug-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,2014081111431010471713
1601,421,"DM-XTECHNOLOGIES, INC.",Corporation,03-Jan-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,201801121831644295768
1602,422,PRINCESA PORTA GAS STATION,Single Proprietorship,03-Oct-2017,Platinum,Active,07-Aug-2020,07-Aug-2021,201710135925275435497
1603,423,LTDL BUILDERS,Single Proprietorship,27-Jun-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,201406106305695802407
1604,424,JJIREH CONSTRUCTION AND SUPPLY,Single Proprietorship,01-Apr-2018,Platinum,Active,10-Aug-2020,10-Aug-2021,201804107036553814484
1605,425,"JSA, INC.",Corporation,06-Feb-2008,Platinum,Active,12-Aug-2020,12-Aug-2021,200802186321603612490
1606,426,JOMCRET TRADE & DEVELOPMENT CORP.,Corporation,04-Nov-2010,Platinum,Active,10-Aug-2020,10-Aug-2021,201011367161183709343
1607,427,JIRK CONSTRUCTION,Single Proprietorship,03-Jul-2007,Platinum,Active,07-Aug-2020,15-Aug-2021,20070714818191417741
1608,428,IZU SOUTH MOTORS CORPORATION,Corporation,26-Feb-2008,Platinum,Active,07-Aug-2020,16-Aug-2021,20080219043850268071
1609,429,CJF CATERING SERVICES,Single Proprietorship,11-Dec-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,2019125660375603130
1610,430,LIFECORE ENTERPRISES,Single Proprietorship,29-Jul-2005,Platinum,Active,07-Aug-2020,07-Aug-2021,20050779141292631340
1611,431,ATC HEALTHCARE INTERNATIONAL CORP.,Corporation,14-Mar-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,201903505341464760698
1612,432,RED ALPHA TRADING,Single Proprietorship,28-Aug-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,2014081124231233235046
1613,433,STARCROSS CONSTRUCTION INC.,Corporation,09-Jan-2018,Platinum,Active,07-Aug-2020,07-Aug-2021,201801120688816672148
1614,434,MIKKIL CONSTRUCTION,Single Proprietorship,26-Jul-2013,Platinum,Active,07-Aug-2020,24-Aug-2021,20130777846173628466
1615,435,LEADS INTERNATIONAL CORPORATION,Corporation,14-Aug-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,201908277211393030738
1616,436,JYS 888 ENTERPRISES,Single Proprietorship,06-Oct-2017,Platinum,Active,06-Aug-2020,06-Aug-2021,2017101353931264285979
1617,437,MECHANICAL AND CHEMICAL INDUSTRY CORPORATION,Foreign Company Organization,16-Mar-2012,Platinum,Active,14-Aug-2020,14-Aug-2021,20120350418991018251
1618,438,PERKIN-ELMER INSTRUMENTS (PHILIPPINES) CORPORATION,Corporation,07-Mar-2002,Platinum,Active,07-Aug-2020,22-Aug-2021,200203109411462516954
1619,439,LCI ENVI CORPORATION,Corporation,21-Mar-2011,Platinum,Active,14-Aug-2020,14-Aug-2021,20110339687283760537
1620,440,ON TOP CONSTRUCTION,Single Proprietorship,17-Oct-2007,Platinum,Active,07-Aug-2020,07-Aug-2021,20071017070395517966
1621,441,JOSIL'S PENSION HOUSE,Single Proprietorship,30-Jul-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,2020072226632032547015
1622,442,F.MENDOZA ENTERPRISES,Single Proprietorship,20-Sep-2017,Platinum,Active,14-Aug-2020,14-Aug-2021,201709138419404925657
1623,443,JOSIL'S CATERING SERVICES,Single Proprietorship,30-Jul-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,202007222700111614442
1624,444,METROCHEM PEST CONTROL,Single Proprietorship,02-Apr-2012,Platinum,Active,07-Aug-2020,07-Aug-2021,20120451278958579482
1625,445,"CEST, INCORPORATED",Corporation,10-Feb-2003,Platinum,Active,07-Aug-2020,07-Aug-2021,20030214191459595878
1626,446,S. TAC-AN CATERING SERVICES,Single Proprietorship,15-Jun-2017,Platinum,Active,10-Aug-2020,02-Sep-2021,2017061566311804237895
1627,447,BLACKPAJAMA COMPANY,Partnership,04-Feb-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,202002209553121703496
1628,448,D'JARED VIEW CONSTRUCTION CORPORATION,Corporation,13-Jul-2012,Platinum,Active,13-Aug-2020,13-Aug-2021,201207559122105457837
1629,449,FELINE'S GIFT SHOP INC,Corporation,28-Nov-2007,Platinum,Active,07-Aug-2020,14-Aug-2021,20071117793906139029
1630,450,AJL SECURITY AGENCY,Single Proprietorship,20-Mar-2009,Platinum,Active,10-Aug-2020,10-Aug-2021,200903256101356371957
1631,451,4KIDS BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,17-Aug-2017,Platinum,Active,07-Aug-2020,07-Aug-2021,201708145017203825066
1632,452,"ENA POWER BUILDERS, INC.",Corporation,16-Feb-2010,Platinum,Active,12-Aug-2020,23-Aug-2021,20100232104130340335
1633,453,"LIMKETKAI SONS, INC.",Corporation,27-Feb-2015,Platinum,Active,10-Aug-2020,28-Aug-2021,2015021282852130195265
1634,454,GOLDEN DEBONAIRE LEATHER INC.,Corporation,26-May-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,2020052170741667652695
1635,455,MAKEITWORK SOLUTIONS INC.,Corporation,01-Jul-2015,Platinum,Active,13-Aug-2020,13-Aug-2021,2015071405291440358016
1636,456,AJJA SPORTS HAUS,Single Proprietorship,21-Jan-2010,Platinum,Active,12-Aug-2020,12-Aug-2021,20100130519517434749
1637,457,RCSL MOTOR VEHICLE TRADING,Single Proprietorship,28-Jun-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,201906357631249889062
1638,458,MAXPRINT ENTERPRISES,Single Proprietorship,01-Jun-2017,Platinum,Active,13-Aug-2020,13-Aug-2021,201706159560170996693
1639,459,ROSCOE TRADING,Single Proprietorship,15-Feb-2017,Platinum,Active,07-Aug-2020,07-Aug-2021,201702179637175240481
1640,460,WIL-LYS CEREAL TRADING CORPORATION,Corporation,04-Jan-2019,Platinum,Active,10-Aug-2020,16-Aug-2021,20190161266828900411
1641,461,JDLB GENERAL MERCHANDISE,Single Proprietorship,24-Oct-2013,Platinum,Active,07-Aug-2020,13-Aug-2021,20131085663401889288
1642,462,"THE ASSEMBLAGE POINT RESORT & CONVENTION HUB, INC.",Corporation,03-Aug-2015,Platinum,Active,13-Aug-2020,13-Aug-2021,201508143936326912680
1643,463,YUERS CONSTRUCTION AND SUPPLY,Single Proprietorship,07-May-2018,Platinum,Active,10-Aug-2020,22-Aug-2021,201805100943956719462
1644,464,CLEC TRADING,Single Proprietorship,02-Jul-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,201807921601137229952
1645,465,JUDEROSE TRADING,Single Proprietorship,26-Nov-2009,Platinum,Active,10-Aug-2020,10-Aug-2021,20091129845796085169
1646,466,"WESTHOME ENTERPRISES & BUILDERS SUPPLIES, INC.",Corporation,25-Feb-2010,Platinum,Active,07-Aug-2020,13-Aug-2021,20100232387824180216
1647,467,GREENLAND AGRI-BUSINESS TRADING,Single Proprietorship,28-May-2009,Platinum,Active,10-Aug-2020,03-Sep-2021,200905268581923034182
1648,468,POINTER ENTERPRISES INC.,Corporation,21-Aug-2007,Platinum,Active,12-Aug-2020,12-Aug-2021,2007081594773190635
1649,469,LEGACY ONE ENTERPRISES,Single Proprietorship,12-Aug-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,2014081108081460464931
1650,470,"LOVING MOTHER GEN. HOSPITAL & DIAGNOSTIC CENTER, INC.",Corporation,03-May-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,2018051015832038142396
1651,471,LOU-LOU ENTERPRISES,Single Proprietorship,26-Mar-2015,Platinum,Active,10-Aug-2020,19-Aug-2021,2015031315252100589703
1652,472,AGUINSOD GENERAL CONSTRUCTION,Single Proprietorship,07-Feb-2011,Platinum,Active,07-Aug-2020,07-Aug-2021,2011023833593406539
1653,473,VITES CONSTRUCTION & DEVELOPMENT CORPORATION,Corporation,09-Jul-2007,Platinum,Active,13-Aug-2020,13-Aug-2021,20070714976194408877
1654,474,LUNTIANG PALAY AGRICULTURAL AND EQUIPMENT SUPPLY,Single Proprietorship,24-Oct-2013,Platinum,Active,07-Aug-2020,13-Aug-2021,20131085662190903508
1655,475,"FNB EDUCATIONAL, INC.",Corporation,02-Feb-2006,Platinum,Active,10-Aug-2020,10-Aug-2021,2006029352751820881
1656,476,MEGILA CONSTRUCTION DEVELOPMENT & SUPPLY,Single Proprietorship,20-Feb-2004,Platinum,Active,07-Aug-2020,07-Aug-2021,20040229902079823927
1657,477,MANG JOSE GRAPHICS BORONGAN,Single Proprietorship,23-Nov-2018,Platinum,Active,12-Aug-2020,12-Aug-2021,20181165956887528250
1658,478,ASALIAH MARKETING,Single Proprietorship,04-Feb-2010,Platinum,Active,07-Aug-2020,07-Aug-2021,201002318111676316805
1659,479,SEAMALL PETRON SERVICE STATION,Single Proprietorship,26-Sep-2014,Platinum,Active,07-Aug-2020,16-Aug-2021,2014091151651262011864
1660,480,8J BUILDERS AND SUPPLY,Single Proprietorship,09-Feb-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,2016021612181999280051
1661,481,TOTI GAS STATION,Single Proprietorship,16-Dec-2016,Platinum,Active,10-Aug-2020,10-Aug-2021,20161218900161877227
1662,482,"UNIT 8 SECURITY AGENCY, INC.",Corporation,13-Oct-2014,Platinum,Active,10-Aug-2020,10-Aug-2021,201410116810979339395
1663,483,TECHNOLD COMPUTER SERVICES,Single Proprietorship,28-Aug-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,201708143319699346883
1664,484,BRIGHT STAR DENTAL TRADING,Single Proprietorship,08-Jul-2014,Platinum,Active,10-Aug-2020,10-Aug-2021,201407107476975911074
1665,485,"J BERNAT DESIGN, CINSTRUCTION AND SUPPLY",Single Proprietorship,07-Jan-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,20200135041257149295
1666,486,RRJ TYREJAOS & TRADING CORP.,Corporation,26-Mar-2014,Platinum,Active,10-Aug-2020,28-Aug-2021,201403980091697366014
1667,487,MYL GENERAL MERCHANDISE,Single Proprietorship,10-Sep-2015,Platinum,Active,10-Aug-2020,10-Aug-2021,2015091479201912536447
1668,488,ATOK GENERAL MERCHANDISE,Single Proprietorship,10-Jan-2017,Platinum,Active,12-Aug-2020,12-Aug-2021,2017011867221385982933
1669,489,RGB LTD PHILIPPINE BRANCH,Corporation,29-Nov-2013,Platinum,Active,14-Aug-2020,14-Aug-2021,201311884921295143657
1670,490,"CGC GRAINS, INCORPORATED",Corporation,03-Jul-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,201907351372096998539
1671,491,IMA'S T-LINKS AND GENERAL MERCHANDISE,Single Proprietorship,09-Sep-2011,Platinum,Active,10-Aug-2020,10-Aug-2021,201109438991530050217
1672,492,PRESTIGE BOATS CORPORATION,Corporation,10-Aug-2012,Platinum,Active,07-Aug-2020,07-Aug-2021,201208573011021867171
1673,493,BOTANTE PROPERTY RENTAL,Single Proprietorship,01-Jun-2020,Platinum,Active,07-Aug-2020,07-Aug-2021,20200621736363984644
1674,494,TTAI GENERAL CONSTRUCTION,Single Proprietorship,04-Feb-2004,Platinum,Active,13-Aug-2020,13-Aug-2021,2004022585230681285
1675,495,KRSJ CONSTRUCTION AND GENERAL SERVICES,Single Proprietorship,01-Feb-2007,Platinum,Active,07-Aug-2020,11-Sep-2021,200702124212085222763
1676,496,JOVENTINO GEMPISAO LIVESTOCK AND POULTRY SUPPLY,Single Proprietorship,14-Oct-2014,Platinum,Active,10-Aug-2020,10-Aug-2021,201410116979451750444
1677,497,JUNMICMARC CONSTRUCTION,Single Proprietorship,20-May-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,201905421211388917137
1678,498,MARINIC CONSTRUCTION SERVICES,Single Proprietorship,08-Jun-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,202006217866427764591
1679,499,CJ ALCONS CONSTRUCTION & SUPPLY,Single Proprietorship,20-Nov-2012,Platinum,Active,10-Aug-2020,10-Aug-2021,201211621322039394329
1680,500,CKE SPORTS APPAREL,Single Proprietorship,23-Jul-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,2020072218102145093761
1681,501,GOSAFE TRADING,Single Proprietorship,14-Oct-2011,Platinum,Active,12-Aug-2020,12-Aug-2021,20111044765714385848
1682,502,"FORSIGHT DISTRIBUTION, INCORPORATED",Corporation,25-Jul-2012,Platinum,Active,14-Aug-2020,14-Aug-2021,201207564501688705615
1683,503,CUBIXX13 BUILDERS CORPORATION,Corporation,05-Apr-2019,Platinum,Active,07-Aug-2020,07-Aug-2021,2019044698985982085
1684,504,K3CP CORPORATION,Corporation,18-Apr-2016,Platinum,Active,10-Aug-2020,02-Sep-2021,2016041685651788813887
1685,505,QUICKSILVER SUPPLIES & SERVICES,Single Proprietorship,24-Oct-2008,Platinum,Active,10-Aug-2020,10-Aug-2021,20081023100909785559
1686,506,SIPSC ENTERPRISES,Single Proprietorship,09-Oct-2014,Platinum,Active,13-Aug-2020,18-Sep-2021,2014101165391172714081
1687,507,BUKIDNON TRADERS MARKETING,Single Proprietorship,06-Aug-2013,Platinum,Active,10-Aug-2020,10-Aug-2021,20130878649471891846
1688,508,POWER UP GAS STATION,Single Proprietorship,06-Sep-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,20170914108591987125
1689,509,RMCC ENTERPRISES,Single Proprietorship,13-Aug-2019,Platinum,Active,13-Aug-2020,13-Aug-2021,20190827901783767586
1690,510,ALTIS COMMERCIAL,Single Proprietorship,10-Aug-2011,Platinum,Active,10-Aug-2020,15-Aug-2021,20110843144633905524
1691,511,ZAMBOANGA DEL NORTE SEED PRODUCERS INC.,Corporation,28-May-2014,Platinum,Active,07-Aug-2020,07-Aug-2021,201405103247113502210
1692,512,KEMJI RESORT AND RESTAURANT,Single Proprietorship,16-May-2013,Platinum,Active,10-Aug-2020,10-Aug-2021,201305718892141138270
1693,513,SOLID STRENGTH BUILDERS & SUPPLY,Single Proprietorship,19-May-2008,Platinum,Active,12-Aug-2020,23-Aug-2021,200805205571256130116
1694,514,FRANCISCO GENERAL MERCHANDISE,Single Proprietorship,20-Sep-2012,Platinum,Active,10-Aug-2020,10-Aug-2021,2012095921616764508
1695,515,CLAVITE CONSTRUCTION AND SUPPLY,Single Proprietorship,10-Mar-2016,Platinum,Active,12-Aug-2020,12-Aug-2021,2016031649101130777222
1696,516,HPM GENERAL MERCHANDISE,Single Proprietorship,19-Mar-2012,Platinum,Active,13-Aug-2020,13-Aug-2021,20120350535261292914
1697,517,"ACECOM SYSTEMS, INC.",Corporation,16-Oct-2006,Platinum,Active,10-Aug-2020,10-Aug-2021,200610114231476000785
1698,518,"BRIGHTBOX, INC.",Corporation,22-Oct-2007,Platinum,Active,13-Aug-2020,13-Aug-2021,200710171541622777712
1699,519,ZAREPHATH GENERAL MERCHANDISE,Single Proprietorship,08-Nov-2012,Platinum,Active,12-Aug-2020,12-Aug-2021,201211616181763421186
1700,520,JHANSTAR DEV'T. AND CONSTRUCTION SUPPLY CORP.,Corporation,30-Jul-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,202007222682539013576
1701,521,JHE-ZA DRUGSTORE,Single Proprietorship,11-Nov-2019,Platinum,Active,13-Aug-2020,13-Aug-2021,20191110913625943915
1702,522,JB SACHI MARKETING CORPORATION,Corporation,06-Jan-2014,Platinum,Active,10-Aug-2020,10-Aug-2021,201401902981852843052
1703,523,S & R PHARMACY,Single Proprietorship,27-Nov-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,2017111264461366193905
1704,524,LUMUTHANG SURVEYING OFFICE,Single Proprietorship,15-Dec-2017,Platinum,Active,12-Aug-2020,12-Aug-2021,2017121235771910346808
1705,525,SHYKA CONSTRUCTION TRADING,Single Proprietorship,19-Jun-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,2019063759497927262
1706,526,TIFFAMED ENTERPRISES,Single Proprietorship,11-Dec-2018,Platinum,Active,10-Aug-2020,10-Aug-2021,201812632471678773553
1707,527,MERRY HEART CONSTRUCTION,Single Proprietorship,15-Mar-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,201703173609193843255
1708,528,MAX-ADI CONSTRUCTION,Single Proprietorship,13-Sep-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,201709140247603332125
1709,529,ST. MATTHEW'S PUBLISHING CORPORATION,Corporation,17-Jan-2005,Platinum,Active,10-Aug-2020,21-Aug-2021,2005016052660914167
1710,530,GMG LUMBER & HARDWARE,Single Proprietorship,03-Aug-2006,Platinum,Active,10-Aug-2020,10-Aug-2021,200608107601067468449
1711,531,EM10 SCHOOL & OFFICE SUPPLY ENTERPRISES,Single Proprietorship,02-Apr-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,201404985731566015003
1712,532,"MARS AGRI VENTURES AND COMMODITIES, INC.",Corporation,23-Nov-2015,Platinum,Active,10-Aug-2020,10-Aug-2021,201511154874471354083
1713,533,PATRISHA PETRON SERVICE STATION,Single Proprietorship,02-Mar-2016,Platinum,Active,10-Aug-2020,10-Aug-2021,201603163915319197423
1714,534,NDM EQUIPMENT RENTAL AND CONSTRUCTION,Single Proprietorship,23-May-2011,Platinum,Active,12-Aug-2020,13-Aug-2021,201105412161532558750
1715,535,JLR BUILDERS & TRADING,Single Proprietorship,21-Mar-2007,Platinum,Active,10-Aug-2020,10-Aug-2021,20070313221141835298
1716,536,YELLOW CIRCLES CONSTRUCTION AND TRADING CORPORATION,Corporation,20-May-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,20190541925641501627
1717,537,E.G.M. ENTERPRISES,Single Proprietorship,30-Jun-2015,Platinum,Active,12-Aug-2020,12-Aug-2021,201506140328212344631
1718,538,TORCHRESEARCH RESOURCES CORP.,Corporation,29-Sep-2009,Platinum,Active,13-Aug-2020,19-Aug-2021,200909287501386069711
1719,539,RONGBIN ENTERPRISES,Single Proprietorship,04-May-2015,Platinum,Active,13-Aug-2020,02-Sep-2021,201505134725368140919
1720,540,RICH RIVER COMMERCIAL,Single Proprietorship,19-Feb-2004,Platinum,Active,10-Aug-2020,10-Aug-2021,2004022935520113539
1721,541,ARPHIE ENTERPRISES,Single Proprietorship,12-Nov-2003,Platinum,Active,12-Aug-2020,23-Aug-2021,2003112028735318839
1722,542,MPMC FIL GENERATORS CORPORATION,Corporation,11-Oct-2017,Platinum,Active,13-Aug-2020,13-Aug-2021,2017101341482078930912
1723,543,WARSKY VENTURES INC.,Corporation,02-Nov-2016,Platinum,Active,12-Aug-2020,06-Sep-2021,2016111912741760102685
1724,544,METROSILVER CONSTRUCTION & TRADING INC.,Corporation,14-Feb-2018,Platinum,Active,12-Aug-2020,12-Aug-2021,2018021149291734512595
1725,545,FIERCE AND EXTREMELY RELIABLE SECURITY AGENCY,Single Proprietorship,01-Jul-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,2020072197861101685106
1726,546,HENROSE ENTERPRISES,Single Proprietorship,20-Apr-2011,Platinum,Active,12-Aug-2020,12-Aug-2021,201104406111811131095
1727,547,WESTERN MINDANAO CONSTRUCTION,Single Proprietorship,24-Jul-2007,Platinum,Active,14-Aug-2020,14-Aug-2021,200707153458244522
1728,548,ADVANCE TECH CONSTRUCTION & TRADING CORP.,Corporation,10-Feb-2012,Platinum,Active,13-Aug-2020,13-Aug-2021,20120248429908607188
1729,549,TMDR TRADING AND GENERAL MERCHANDISE,Single Proprietorship,07-Oct-2008,Platinum,Active,10-Aug-2020,10-Aug-2021,200810227542093705135
1730,550,SIR NAP'S KAMBINGAN AND CATERING SERVICES,Single Proprietorship,27-Sep-2017,Platinum,Active,10-Aug-2020,10-Aug-2021,201709136735285085384
1731,551,LOT 9 GENERAL MERCHANDISE,Single Proprietorship,17-Nov-2010,Platinum,Active,10-Aug-2020,10-Aug-2021,20101136939632504300
1732,552,JHSI OUTSOURCING SERVICES,Single Proprietorship,13-Apr-2016,Platinum,Active,10-Aug-2020,10-Aug-2021,20160416850554896625
1733,553,JEEK'S ENTERPRISES,Single Proprietorship,18-Jul-2008,Platinum,Active,10-Aug-2020,10-Aug-2021,200807216211921136991
1734,554,AARON CONSTRUCTION & SUPPLY,Single Proprietorship,16-Apr-2009,Platinum,Active,10-Aug-2020,29-Aug-2021,200904260561655417167
1735,555,JCL GAS STATION,Single Proprietorship,15-Mar-2012,Platinum,Active,12-Aug-2020,12-Aug-2021,201203503162092397166
1736,556,R.T. LIM CONSTRUCTION AND SUPPLY,Single Proprietorship,13-Mar-2004,Platinum,Active,12-Aug-2020,12-Aug-2021,200403342260588626
1737,557,SB DOS MERCHANDISING COMPANY,Partnership,23-Jul-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,2020072218951138936349
1738,558,HOLISTER INC.,Corporation,26-Dec-2013,Platinum,Active,13-Aug-2020,13-Aug-2021,20131290026431493143
1739,559,88 A.R. GEN MERCHANDISE & CONSTRUCTION SUPPLY,Single Proprietorship,17-Sep-2013,Platinum,Active,10-Aug-2020,10-Aug-2021,201309823852014120059
1740,560,PHILSILK ROAD TRADING INC.,Corporation,12-Jan-2018,Platinum,Active,14-Aug-2020,14-Aug-2021,201801120009389117081
1741,561,DIAMOND GRACE ENTERPRISES,Single Proprietorship,12-Sep-2008,Platinum,Active,13-Aug-2020,30-Aug-2021,200809223981330061339
1742,562,CLICK HAUS COMPUTER SALES & SERVICES,Single Proprietorship,20-Jul-2009,Platinum,Active,10-Aug-2020,10-Aug-2021,200907277611739903207
1743,563,FONTPAGE PRINTING SERVICES,Single Proprietorship,07-Jul-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,201407107342811434475
1744,564,GR FEVIDAL CONSTRUCTION DEVELOPERS CORPORATION,Corporation,07-Jun-2013,Platinum,Active,10-Aug-2020,10-Aug-2021,20130673692198997699
1745,565,FPJ CONSTRUCTION & SUPPLY,Single Proprietorship,04-Oct-2006,Platinum,Active,12-Aug-2020,28-Aug-2021,20061011326839788561
1746,566,AUSPICIA INC.,Corporation,09-Jun-2015,Platinum,Active,13-Aug-2020,27-Aug-2021,201506138018577865291
1747,567,GENII BUILDERS,Single Proprietorship,21-Sep-2016,Platinum,Active,10-Aug-2020,10-Aug-2021,2016091858962111075336
1748,568,GARILVA RECREATION CENTER,Single Proprietorship,12-May-2017,Platinum,Active,12-Aug-2020,12-Aug-2021,2017051628821796342914
1749,569,JRB PHARMA,Single Proprietorship,18-Jun-2015,Platinum,Active,12-Aug-2020,12-Aug-2021,201506139038447839088
1750,570,RAINNE CLOUD TRADING,Single Proprietorship,06-Feb-2013,Platinum,Active,12-Aug-2020,12-Aug-2021,201302654551170791963
1751,571,COCCYX COMPUTER SALES & SERVICES,Single Proprietorship,20-Oct-2008,Platinum,Active,10-Aug-2020,21-Aug-2021,200810229721587702770
1752,572,PENUEL DRUG AND GENERAL MERCHANDISE,Single Proprietorship,12-Mar-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,20190351012346026659
1753,573,MARLIEBREN'S EATERY,Single Proprietorship,09-Mar-2015,Platinum,Active,10-Aug-2020,10-Aug-2021,2015031292236545106
1754,574,REEL FORCE SECURITY AND INVESTIGATION AGENCY,Single Proprietorship,01-Feb-2017,Platinum,Active,12-Aug-2020,13-Aug-2021,201702182496156196577
1755,575,BITES-AVENUE SNACK LOUNGE AND CATERING,Single Proprietorship,14-Mar-2019,Platinum,Active,14-Aug-2020,14-Aug-2021,20190350484959193621
1756,576,CYE CONSTRUCTION AND SUPPLY,Single Proprietorship,23-Jul-2018,Platinum,Active,12-Aug-2020,24-Aug-2021,20180788161949839487
1757,577,"UANNE TRADING,OPC",Corporation,10-Feb-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,2020022101051196886473
1758,578,POWERKING INDUSTRIES CORPORATION,Corporation,12-Oct-2005,Platinum,Active,12-Aug-2020,05-Sep-2021,20051085491138263113
1759,579,"NEW BICOL VETERANS SECURITY AGENCY, INC.",Corporation,19-Nov-2007,Platinum,Active,10-Aug-2020,10-Aug-2021,200711175851718494059
1760,580,DELOUKRIS BUILDERS AND SUPPLY,Single Proprietorship,17-Jun-2009,Platinum,Active,13-Aug-2020,16-Aug-2021,2009062717876968116
1761,581,STREAMLINE BUILDERS CORPORATION,Corporation,07-Jul-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,201607176626707202564
1762,582,"PILOTAGE TRADING AND CONSTRUCTION, INC",Corporation,11-Apr-2006,Platinum,Active,14-Aug-2020,14-Aug-2021,20060499391134558484
1763,583,C & M METAL CRAFT & MACHINE SHOP,Single Proprietorship,28-Apr-2014,Platinum,Active,14-Aug-2020,14-Aug-2021,201404100682497937170
1764,584,PREMCON CONSTRUCTION CORPORATION,Corporation,19-Nov-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,20191191601135598681
1765,585,EDMAIN CONSTRUCTION,Single Proprietorship,03-Jul-2019,Platinum,Active,13-Aug-2020,13-Aug-2021,2019073510838161936
1766,586,BRAHMOS AEROSPACE PRIVATE LIMITED,Foreign Company Organization,24-Sep-2018,Platinum,Active,12-Aug-2020,12-Aug-2021,20180976487538714873
1767,587,K & M SHELL STATION,Single Proprietorship,26-Jan-2017,Platinum,Active,13-Aug-2020,13-Aug-2021,20170118435450510260
1768,588,BRONCO ENTERPRISE,Single Proprietorship,05-Oct-2007,Platinum,Active,13-Aug-2020,22-Aug-2021,20071033164841713800
1769,589,MG DURUIN CONSTRUCTION AND SUPPLY,Single Proprietorship,26-Nov-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,20191178212055431422
1770,590,AJ3 ELECTROLINK CORPORATION,Corporation,30-May-2011,Platinum,Active,13-Aug-2020,16-Aug-2021,20110541408835620596
1771,591,ATS BUILDERS,Single Proprietorship,04-Aug-2020,Platinum,Active,12-Aug-2020,12-Aug-2021,2020082229162008004806
1772,592,GREENEXT BUILDERS & GENERAL MERCHANDISE,Single Proprietorship,16-Apr-2018,Platinum,Active,12-Aug-2020,15-Aug-2021,2018041045301077571805
1773,593,JB CONSTRUCTION AND SUPPLY INC.,Corporation,05-Aug-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,2020082227941085685481
