Procuring Entity name,Edited Start Date,Amount Awarded
Department of Labor and Employment Regional Office No. VIII,2020-05-19,59072.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,59058.0
Department of Labor and Employment Regional Office No. VIII,2020-03-16,58963.0
LOCAL GOVERNMENT OF MARIA AURORA,2020-05-07,58855.0
MUNICIPALITY OF NABUNTURAN,2020-05-15,58800.0
Municipal Government of Angono,2020-04-12,58800.0
BATANGAS MEDICAL CENTER,2020-07-03,58800.0
City Government of Baguio,2020-04-19,58800.0
Bangko Sentral ng Pilipinas Tuguegarao Branch,2020-05-11,58760.0
WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER - REGION VI (WVSUMC),2020-04-16,58750.0
Department of Labor and Employment Regional Office No. VIII,2020-04-09,58748.0
Department of Labor and Employment Regional Office No. VIII,2020-04-07,58740.0
John Hay Management Corporation,2020-05-06,58680.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,58560.0
Jose R. Reyes Memorial Medical Center,2020-06-09,58508.16
COMMISSION ON AUDIT - REGIONAL OFFICE NO. IX,2020-06-23,58500.0
Office of Civil Defense,2020-03-26,58500.0
Benguet Provincial Government,2020-06-01,58500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-13,58500.0
National Economic and Development Authority - Caraga,2020-04-21,58412.2
National Irrigation Administration - Central Office,2020-06-18,58375.0
Department of Labor and Employment Regional Office No. VIII,2020-05-28,58362.5
Municipal Government of Tadian,2020-05-28,58300.0
Department of Labor and Employment Regional Office No. VIII,2020-06-09,58300.0
Local Government Unit of Hagonoy,2020-04-13,58260.0
Department of Labor and Employment Regional Office No. VIII,2020-05-11,58240.0
DEPARTMENT OF AGRARIAN REFORM - MASBATE,2020-06-24,58188.0
COMMISSION ON AUDIT - REGIONAL OFFICE NO. IX,2020-05-20,58178.86
Department of Labor and Employment Regional Office No. VIII,2020-04-13,58140.0
Department of Labor and Employment Regional Office No. VIII,2020-06-22,58090.0
LGU POLANCO,2020-03-13,58000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,58000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-05-15,58000.0
Jose B. Lingad Memorial General Hospital,2020-05-14,58000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-01,58000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-13,58000.0
Research Institute for Tropical Medicine (RITM-DOH),2020-07-28,58000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,57997.6
LGU - Kabankalan City,2020-07-14,57920.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,57750.0
Local Government Unit - Municipality of San Nicolas,2020-05-26,57735.0
MUNICIPALITY OF BINMALEY,2020-05-04,57700.0
Department of Labor and Employment Regional Office No. VIII,2020-05-15,57600.0
Research Institute for Tropical Medicine (RITM-DOH),2020-07-16,57500.0
CAGAYAN VALLEY MEDICAL CENTER,2020-07-10,57500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,57353.4
DEPARTMENT OF AGRARIAN REFORM - MASBATE,2020-06-24,57240.0
LGU -SANTA CRUZ LAGUNA,2020-03-19,57200.0
Local Government Unit of Naga,2020-06-15,57200.0
Department of Labor and Employment Regional Office No. VIII,2020-05-05,57200.0
DOH - Davao Center for Health Development,2020-04-09,57162.0
MLGU-Kawayan,2020-05-13,57100.0
Municipality of Santa Catalina,2020-04-17,57000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,57000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-20,57000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,57000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,57000.0
Municipality of Tanay,2020-05-05,56925.0
Department of Labor and Employment Regional Office No. VIII,2020-07-16,56922.0
LGU -SANTA CRUZ LAGUNA,2020-03-31,56884.9
Department of Labor and Employment Regional Office No. VIII,2020-04-01,56700.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,56681.0
LGU Tagum City,2020-05-12,56400.0
City Government of Baguio,2020-04-15,56340.0
LOCAL GOVERNMENT OF SAN LUIS,2020-06-02,56304.5
DAR-PALAWAN,2020-05-21,56280.0
Municipality of Sibonga,2020-05-15,56250.0
LGU-VALDERRAMA,2020-03-16,56225.0
MUNICIPALITY OF BINMALEY,2020-04-21,56100.0
Local Government Unit of Oton,2020-06-08,56080.0
LGU - Bokod,2020-05-28,56000.0
MUNICIPALITY OF BINMALEY,2020-03-19,56000.0
LGU-Remedios T. Romualdez,2020-06-16,56000.0
Municipality of Janiuay,2020-05-06,56000.0
Baguio General Hospital and Medical Center,2020-05-29,56000.0
Municipality of Tanay,2020-04-29,56000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,56000.0
LGU-VALDERRAMA,2020-03-25,56000.0
LGU SIGAY,2020-06-17,56000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-24,55965.0
Department of Labor and Employment Regional Office No. VIII,2020-04-14,55920.0
Department of Labor and Employment Regional Office No. VIII,2020-06-11,55816.62
Department of Labor and Employment Regional Office No. VIII,2020-03-16,55800.0
Department of Labor and Employment Regional Office No. VIII,2020-06-10,55735.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,55686.42
Department of Labor and Employment Regional Office No. VIII,2020-06-03,55679.5
LGU - Bokod,2020-06-01,55500.0
LGU - Bokod,2020-06-01,55500.0
Southern Philippines Medical Center,2020-07-06,55361.15
Department of Labor and Employment Regional Office No. VIII,2020-05-18,55328.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,55328.0
Local Government Unit - Santa Rosa,2020-04-21,55200.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,55120.0
Municipality of Quezon,2020-04-24,55000.0
Municipality of Alimodian,2020-07-06,55000.0
Southern Philippines Medical Center,2020-06-12,55000.0
WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER - REGION VI (WVSUMC),2020-04-24,55000.0
Southern Philippines Medical Center,2020-05-12,55000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-01,55000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,55000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,55000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,55000.0
Local Government Unit - Santa Rosa,2020-07-17,55000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-24,55000.0
MUNICIPALITY OF PAKIL,2020-04-20,55000.0
BARANGAY CAINGIN,2020-04-01,55000.0
University of the Philippines Los Baños,2020-05-15,55000.0
PROVINCIAL GOVERNMENT OF LAGUNA,2020-04-28,54999.36
Department of Labor and Employment Regional Office No. VIII,2020-06-05,54900.0
Southern Philippines Medical Center,2020-06-10,54900.0
City Government of Tacurong,2020-06-22,54900.0
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-14,54856.6
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-08,54856.6
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-08,54856.6
LGU -SANTA CRUZ LAGUNA,2020-04-09,54855.0
Department of Labor and Employment Regional Office No. VIII,2020-04-14,54820.0
Department of Labor and Employment,2020-05-28,54780.0
LGU-VALDERRAMA,2020-05-01,54720.0
Department of Labor and Employment Regional Office No. VIII,2020-03-20,54695.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-25,54637.1
DEPARTMENT OF AGRARIAN REFORM - CATANDUANES,2020-06-11,54600.0
CITY GOVERNMENT OF KORONADAL,2020-04-14,54585.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,54567.06
LGU Tagum City,2020-04-17,54500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,54500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-02,54312.5
LOCAL GOVERNMENT OF SAN LUIS,2020-04-30,54269.4
Department of Labor and Employment Regional Office No. VIII,2020-03-30,54250.0
Department of Labor and Employment Regional Office No. VIII,2020-06-09,54230.0
Department of Labor and Employment Regional Office No. VIII,2020-05-25,54150.0
Department of Labor and Employment Regional Office No. VIII,2020-05-25,54150.0
Municipal Government of Carmona,2020-04-20,54094.0
LGU-NAAWAN,2020-05-01,54040.0
MUNICIPALITY OF NABUNTURAN,2020-05-05,54000.0
LGU - CITY OF NAGA,2020-04-30,54000.0
DEPARTMENT OF AGRARIAN REFORM - CATANDUANES,2020-05-09,54000.0
Jose R. Reyes Memorial Medical Center,2020-06-16,54000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,54000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,54000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,54000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-05,54000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-05,54000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-19,53850.0
Department of Labor and Employment Regional Office No. VIII,2020-06-11,53800.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-25,53790.0
LGU Binangonan,2020-05-07,53789.0
LGU-Mercedes,2020-05-20,53600.0
Municipality of Quezon,2020-04-21,53493.0
Talisay District Hospital,2020-06-23,53425.0
Department of Labor and Employment Regional Office No. VIII,2020-05-20,53326.35
Department of Labor and Employment Regional Office No. VIII,2020-03-30,53200.0
Research Institute for Tropical Medicine (RITM-DOH),2020-05-21,53130.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-25,53037.6
Municipality of San Jose,2020-05-05,53000.0
LGU -SANTA CRUZ LAGUNA,2020-05-11,53000.0
Southern Philippines Medical Center,2020-06-25,53000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-26,53000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,53000.0
Talisay District Hospital,2020-05-22,52999.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,52950.0
Local Government Unit of Naga,2020-06-19,52900.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,52800.0
MUNICIPALITY OF NABUNTURAN,2020-06-16,52500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,52500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,52500.0
Philippine Guarantee Corporation,2020-06-18,52500.0
Department of Health Central Visayas Center for Health Development,2020-04-15,52500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-05,52500.0
Department of Labor and Employment Regional Office No. VIII,2020-06-03,52492.0
Municipal Government of Moncada,2020-04-07,52415.2
Department of Labor and Employment Regional Office No. VIII,2020-06-10,52397.0
Municipality of Tanay,2020-05-29,52392.0
PHILIPPINE VETERANS AFFAIRS OFFICE,2020-03-26,52265.2
Department of Labor and Employment Regional Office No. VIII,2020-04-15,52250.0
Department of Agrarian Reform-Regional Office XI,2020-05-21,52200.0
PROVINCIAL GOVERNMENT OF AURORA,2020-05-07,52200.0
Bureau of Fire Protection Caraga Region,2020-06-17,52069.9
Research Institute for Tropical Medicine (RITM-DOH),2020-06-25,52019.72
MUNICIPALITY OF ALFONSO,2020-05-05,52000.0
LGU Tagum City,2020-04-30,52000.0
LGU Tagum City,2020-04-30,52000.0
CENTRAL LUZON STATE UNIVERSITY,2020-05-01,52000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-06-26,52000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,52000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,52000.0
LGU SIGAY,2020-06-17,52000.0
Municipal Government of Quezon,2020-06-24,51966.4
LOCAL GOVERNMENT OF MARIA AURORA,2020-05-07,51960.0
Local Government Unit - Municipality of San Nicolas,2020-05-05,51870.0
Philippinne Deposit Insurance Corporation,2020-06-01,51840.0
MANILA INTERNATIONAL AIRPORT AUTHORITY,2020-04-23,51800.0
MUNICIPALITY OF PINILI,2020-03-19,51780.0
LGU -SANTA CRUZ LAGUNA,2020-05-13,51768.0
Municipality of Bantayan,2020-05-08,51764.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,51760.0
LGU-Pinamalayan,2020-03-26,51750.0
Department of Labor and Employment Regional Office No. VIII,2020-03-17,51601.02
Municipality of Alimodian,2020-06-15,51593.0
Department of Labor and Employment Regional Office No. VIII,2020-06-16,51570.0
Capiz Provincial Government,2020-06-01,51500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,51500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-15,51500.0
Department of Labor and Employment Regional Office No. VIII,2020-03-18,51477.0
Department of Labor and Employment Regional Office No. VIII,2020-06-18,51450.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-06-16,51400.0
Southern Philippines Medical Center,2020-04-06,51300.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,51273.0
Department of Labor and Employment Regional Office No. VIII,2020-03-26,51200.0
MUNICIPALITY OF MOLAVE,2020-04-07,51165.0
Department of Labor and Employment Regional Office No. VIII,2020-04-30,51150.0
Research Institute for Tropical Medicine (RITM-DOH),2020-07-15,51121.7
LOCAL GOVERNMENT OF MARIA AURORA,2020-04-22,51000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,51000.0
Jose B. Lingad Memorial General Hospital,2020-04-29,51000.0
Department of Health Central Visayas Center for Health Development,2020-05-28,51000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-23,51000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-24,51000.0
Local Government Unit - Santa Rosa,2020-06-11,51000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,50934.0
Department of Labor and Employment Regional Office No. VIII,2020-06-03,50922.0
DAR-PALAWAN,2020-06-22,50850.0
National Irrigation Administration - Central Office,2020-05-22,50715.0
LGU-Remedios T. Romualdez,2020-06-17,50700.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,50566.0
City Government of Baguio,2020-04-21,50500.0
MUNICIPALITY OF SUYO,2020-05-11,50490.0
Department of Trade and Industry - Main,2020-05-11,50440.0
Department of Labor and Employment Regional Office No. VIII,2020-03-17,50400.0
BJMPRO-NCR,2020-04-16,50400.0
Department of Labor and Employment Regional Office No. VIII,2020-03-31,50385.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,50382.0
Department of Labor and Employment Regional Office No. VIII,2020-04-17,50300.0
Department of Labor and Employment Regional Office No. VIII,2020-03-25,50280.0
Department of Labor and Employment Regional Office No. VIII,2020-05-25,50220.0
Department of Labor and Employment Regional Office No. VIII,2020-04-02,50110.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,50080.0
Department of Labor and Employment Regional Office No. VIII,2020-03-12,50029.35
Rizal Provincial Government,2020-05-19,50000.0
LGU-Labo,2020-04-30,50000.0
LGU-Labo,2020-04-20,50000.0
LGU - Bokod,2020-05-29,50000.0
Municipality of Quezon,2020-04-28,50000.0
Authority of the Freeport Area of Bataan,2020-05-15,50000.0
Philippinne Deposit Insurance Corporation,2020-05-28,50000.0
Municipal Government of Tulunan,2020-06-09,50000.0
LGU - Kabankalan City,2020-05-13,50000.0
Research Institute for Tropical Medicine (RITM-DOH),2020-05-30,50000.0
DSWD FO VIII,2020-04-20,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,50000.0
MUNICIPALITY OF PANGLAO,2020-06-17,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-02,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-19,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,50000.0
NATIONAL ECONOMIC AND DEVELOPMENT AUTHORITY-CAR,2020-06-15,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-03,50000.0
LGU CALASIAO PANGASINAN,2020-04-01,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-20,50000.0
CITY GOVERNMENT OF KORONADAL,2020-03-18,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-19,50000.0
Barangay Pinagsanhan A,2020-04-01,50000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,49999.97
Department of Labor and Employment Regional Office No. VIII,2020-03-26,49980.0
Department of Labor and Employment Regional Office No. VIII,2020-04-02,49950.0
LGU Perez Quezon,2020-05-04,49920.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,49920.0
BAYAWAN WATER DISTRICT,2020-04-16,49900.0
Municipality of Montevista,2020-05-18,49900.0
MUNICIPALITY OF CARAGA,2020-05-26,49875.0
Department of Labor and Employment Regional Office No. VIII,2020-04-14,49875.0
Department of Labor and Employment Regional Office No. VIII,2020-04-24,49875.0
University of the Philippines Los Baños,2020-05-06,49875.0
Municipal Government of Quezon,2020-06-24,49843.1
LGU Perez Quezon,2020-04-15,49822.0
Municipality of Alimodian,2020-04-25,49800.0
DEPARTMENT OF AGRARIAN REFORM-PANGASINAN,2020-05-15,49800.0
MUNICIPALITY OF QUIRINO,2020-04-20,49800.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,49800.0
Department of Labor and Employment Regional Office No. VIII,2020-06-03,49785.0
PROVINCIAL GOVERNMENT OF LAGUNA,2020-05-11,49780.25
LGU Perez Quezon,2020-03-18,49719.1
Department of Labor and Employment Regional Office No. VIII,2020-05-27,49717.0
MUNICIPALITY OF MOLAVE,2020-04-06,49705.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,49700.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,49680.0
Department of Foreign Affairs,2020-04-29,49660.0
LGU CALASIAO PANGASINAN,2020-04-09,49600.0
LGU CALASIAO PANGASINAN,2020-04-10,49560.0
LGU Perez Quezon,2020-03-18,49528.5
Municipality of Kalawit,2020-06-08,49500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-26,49500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-03,49500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,49500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,49500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-30,49490.0
Barangay Pantihan 1,2020-03-20,49450.0
Barangay Pantihan 4,2020-03-20,49450.0
Barangay Pantihan 4,2020-04-01,49450.0
Barangay Mabato,2020-03-20,49450.0
Barangay Tulay A,2020-03-20,49450.0
BARANGAY PANTIHAN 3,2020-03-20,49450.0
Department of Labor and Employment Regional Office No. VIII,2020-06-10,49400.0
Municipal Government of Quezon,2020-06-24,49354.5
Department of Labor and Employment Regional Office No. VIII,2020-04-01,49351.5
Department of Labor and Employment Regional Office No. VIII,2020-04-17,49351.5
National Defense College of the Philippines (NDCP),2020-03-16,49350.0
Municipality of Tanay,2020-06-10,49343.0
Municipality of Santa Catalina,2020-05-27,49335.5
Municipal Government of Quezon,2020-06-23,49328.9
Department of Labor and Employment Regional Office No. VIII,2020-04-06,49280.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,49250.0
Department of Labor and Employment Regional Office No. VIII,2020-05-11,49233.0
Municipality of Janiuay,2020-05-14,49200.0
Department of Labor and Employment Regional Office No. VIII,2020-05-27,49200.0
Department of Labor and Employment Regional Office No. VIII,2020-04-24,49060.6
Barangay Patungan,2020-03-22,49003.31
COMPOSTELA VALLEY STATE COLLEGE,2020-04-30,49000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-07,49000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,49000.0
Tarlac State University,2020-07-07,49000.0
Department of Health Central Visayas Center for Health Development,2020-03-31,49000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-16,49000.0
LGU SIGAY,2020-03-17,49000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-07-09,48999.0
MUNICIPALITY OF NABUNTURAN,2020-05-13,48836.0
PROVINCIAL GOVERNMENT OF AURORA,2020-05-28,48800.0
BARANGAY BUCAL 4A,2020-05-03,48800.0
Bicol Medical Center,2020-05-06,48750.0
Local Government Unit - Mabitac,2020-05-19,48750.0
Department of Labor and Employment Regional Office No. VIII,2020-06-03,48725.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,48720.0
Municipality of Janiuay,2020-06-05,48700.0
Department of Labor and Employment Regional Office No. VIII,2020-03-20,48700.0
Department of Labor and Employment Regional Office No. VIII,2020-03-23,48700.0
Department of Labor and Employment Regional Office No. VIII,2020-03-20,48700.0
LGU-VALDERRAMA,2020-05-15,48693.74
Department of Labor and Employment Regional Office No. VIII,2020-04-15,48645.0
LOCAL GOVERNMENT OF MARIA AURORA,2020-04-22,48550.0
Municipality of Tanay,2020-04-30,48510.0
Municipal Government of Quezon,2020-05-22,48500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-11,48494.0
City Government of Butuan,2020-05-22,48430.0
Barangay Mabato,2020-04-01,48400.0
Barangay San Miguel B,2020-04-02,48400.0
DEPARTMENT OF AGRARIAN REFORM,2020-05-12,48400.0
BARANGAY BUCAL 3A,2020-03-29,48400.0
BARANGAY BUCAL 3B,2020-04-01,48400.0
Barangay Tulay A,2020-04-01,48400.0
Barangay GaritaA,2020-03-20,48400.0
DENR Regional Office No. 1,2020-04-27,48399.6
Department of Labor and Employment Regional Office No. VIII,2020-07-22,48390.0
DEPARTMENT OF AGRARIAN REFORM - MASBATE,2020-06-24,48330.0
Department of Labor and Employment Regional Office No. VIII,2020-05-23,48220.25
MUNICIPALITY OF NABUNTURAN,2020-05-15,48000.0
MUNICIPALITY OF PAKIL,2020-04-30,48000.0
MUNICIPALITY OF PAKIL,2020-04-17,48000.0
Department of Agrarian Reform-Regional Office XI,2020-06-10,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-24,48000.0
Jose B. Lingad Memorial General Hospital,2020-05-05,48000.0
Municipality of San Juan,2020-06-16,48000.0
Department of Health Central Visayas Center for Health Development,2020-05-28,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-11,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-22,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-28,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-07,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-25,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-28,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-07,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-25,48000.0
BARANGAY CAINGIN,2020-03-18,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,48000.0
Local Government Unit - Mabitac,2020-05-18,48000.0
Local Government Unit - Mabitac,2020-05-26,48000.0
LOCAL GOVERNMENT UNIT OF BAKUN,2020-06-23,48000.0
BARANGAY BUCAL 4A,2020-03-22,48000.0
LGU SIGAY,2020-06-17,48000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-26,47820.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,47760.0
LGU DAGUPAN CITY,2020-04-07,47750.0
BAYAWAN WATER DISTRICT,2020-04-15,47700.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,47700.0
Department of Labor and Employment Regional Office No. VIII,2020-04-15,47620.0
Research Institute for Tropical Medicine (RITM-DOH),2020-06-09,47600.0
Securities and Exchange Commission,2020-06-24,47600.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,47580.0
Department of Labor and Employment Regional Office No. VIII,2020-05-18,47500.0
Jose B. Lingad Memorial General Hospital,2020-04-15,47500.0
Research Institute for Tropical Medicine (RITM-DOH),2020-07-17,47500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,47500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,47500.0
LGU-Guiuan,2020-05-07,47490.0
Municipal Government of Moncada,2020-03-11,47470.0
City Government of Tacurong,2020-05-28,47400.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,47381.7
Department of Labor and Employment Regional Office No. VIII,2020-03-24,47334.15
PROVINCIAL GOVERNMENT OF AURORA,2020-05-07,47250.0
Research Institute for Tropical Medicine (RITM-DOH),2020-07-28,47250.0
Department of Health - Center for Health Development I,2020-06-22,47200.0
Municipality of San Juan,2020-06-04,47169.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,47100.0
Department of Labor and Employment Regional Office No. VIII,2020-06-01,47050.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,47040.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,47040.0
LGU-DAET,2020-04-23,47000.0
Philippinne Deposit Insurance Corporation,2020-06-04,47000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,46930.0
MUNICIPALITY OF QUIRINO,2020-04-22,46880.0
Department of Labor and Employment Regional Office No. VIII,2020-04-13,46880.0
Department of Labor and Employment Regional Office No. VIII,2020-05-08,46850.0
Land Transportation Office - Central Office,2020-04-25,46800.0
Department of Health Central Visayas Center for Health Development,2020-05-28,46800.0
Department of Labor and Employment Regional Office No. VIII,2020-07-03,46791.0
Department of Labor and Employment Regional Office No. VIII,2020-06-10,46740.0
LGU-VALDERRAMA,2020-05-11,46740.0
LOCAL GOVERNMENT UNIT OF BAKUN,2020-06-26,46675.0
PRC Lucena Regional Office,2020-06-17,46660.23
Department of Labor and Employment Regional Office No. VIII,2020-03-27,46602.0
COMPOSTELA VALLEY STATE COLLEGE,2020-04-30,46600.0
COMPOSTELA VALLEY STATE COLLEGE,2020-04-30,46600.0
MUNICIPALITY OF PANGLAO,2020-06-15,46600.0
LGU-VALDERRAMA,2020-05-11,46502.4
MUNICIPALITY OF NABUNTURAN,2020-05-05,46500.0
Rizal Provincial Government,2020-05-14,46500.0
BARANGAY TALIPUSNGO,2020-03-17,46500.0
Municipal Government of Quezon,2020-06-24,46486.71
Municipal Government of San Vicente,2020-06-25,46480.0
Department of Labor and Employment Regional Office No. VIII,2020-04-12,46250.0
LGU -SANTA CRUZ LAGUNA,2020-03-30,46220.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,46130.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,46100.0
Philippinne Deposit Insurance Corporation,2020-05-22,46094.0
LGU-SAN ILDEFONSO,2020-05-27,46085.0
LOCAL GOVERNMENT OF SAN LUIS,2020-05-15,46082.0
Department of Labor and Employment Regional Office No. VIII,2020-05-22,46080.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,46048.0
Department of Trade and Industry - Main,2020-05-12,46020.0
National Irrigation Administration - Central Office,2020-05-29,46020.0
CAGAYAN VALLEY MEDICAL CENTER,2020-06-01,46000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,46000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-10,46000.0
Department of Labor and Employment Regional Office No. VIII,2020-07-08,46000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,46000.0
LOCAL GOVERNMENT OF SAN LUIS,2020-05-22,45999.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-06-09,45950.0
Department of Health - Center for Health Development I,2020-05-07,45945.0
Local Government Unit of Hagonoy,2020-04-13,45910.0
Local Government Unit of Hagonoy,2020-04-13,45910.0
LGU-Mabinay,2020-05-21,45900.0
MUNICIPAL GOVERNMENT OF MARAMAG,2020-05-14,45800.0
Department of Labor and Employment Regional Office No. VIII,2020-06-09,45760.0
Department of Labor and Employment Regional Office No. VIII,2020-04-27,45760.0
Department of Health Central Visayas Center for Health Development,2020-03-31,45750.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,45650.0
Department of Labor and Employment Regional Office No. VIII,2020-06-11,45620.0
Municipality of Carmen,2020-03-27,45600.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-06-26,45600.0
Authority of the Freeport Area of Bataan,2020-03-31,45556.0
Authority of the Freeport Area of Bataan,2020-03-31,45556.0
