Name Of Awarded Company,Amount Awarded
ACT Care Pharmacy,74998.0
CUTWELL PRECISION ENTERPRISES,74975.0
EARM TRADING,74970.0
CROMWELL MARKETING,74908.0
KNC Rice Retailer & Wholesaler,74700.0
HANDY PRINTING AND PUBLISHING,74589.0
ALDRIN F. DUMPIT,74500.0
BNAR ENTERPRISES,74440.0
Signs of Success General Merchandise,74300.0
RF MARIANO CATERING SERVICES,74250.0
"Thea Computer Sales, Services & Enterprises",74200.0
Ramvel's Home Furnishing SHop,74200.0
COSMIC TECH NOLOGIES INCORPORATED,74200.0
MIMBO BYTES GENERAL MERCHANDIZING,74200.0
Ramvels Home Furnishing Shop,74200.0
NANCY & MELO GENERAL MERCHANDISE,74000.0
Javier Marketing,74000.0
PACIFIC V.M. NORTE CLUSTER HOG RAISING ASSOCIATION,73932.0
Abenson's Ventures Inc.,73678.0
"Deutsche Motorgerate, Inc.",73600.0
GEORGE U. ROSETE REPAIR SHOP,73500.0
NANAY NHEL'S LUTONG BAHAY,73500.0
MotorWorld Supershops Inc.,73452.5
Hannah's Department Store,73380.0
CMA1 Marketing,73200.0
NEW GINZU MERCHANDISING INC.,73078.0
K2 Drug Group Inc.,73020.0
LSC SIBUGAY MARKETING CO.,72950.0
Nch Philippines Inc,72853.76
Philippine Nutri-Foods Corporation,72657.0
JASSEN HARRIS INDUSTRIES CORP.,72600.0
SUNCON TRADING,72500.0
PRO EMMANUEL SOUTHERN CORPORATION,72443.75
MASTER CONSTRUCTION AND ELECTRICAL SUPPLY,72398.5
PROCUREMENT SERVICE-DBM,72329.92
"Que Kang Hardware, Inc.",72240.0
Joram Marketing,72000.0
"JAMARLI, INC.",72000.0
Moolk Creamery Corporation,72000.0
"San Isidro Glass, Aluminum and Steel Works",72000.0
Karlie's Kitchen,71520.0
RFCOM ELECTRONICS SALES & SERVICES,71520.0
JNDT TRANSPORT SERVICES,71500.0
Department of Budget and Management - Procurement Service,71462.0
Joneco Tech Marketing Corporation,71400.0
Ten Fifteen Enterprises & General Merchandise,71250.0
Station 88 Diner,71080.0
RMC Trading,71000.0
Windows of Heaven Construction & Amp; Services,71000.0
Sanford Marketing Corporation,70898.85
Jirras Safety and Industrial Supply,70500.0
BING BING REFRESHMENT,70500.0
GSP ENTERPRISES,70400.0
"Panamed Phil, Inc.",70241.8
LYN AND RMJ'S GENERAL MERCHANDISE,70241.0
Macatangay Sewing Services,70200.0
Nora N. Dulsa Rice Trading,70150.0
EJ AND JY WET MARKET & ENTERPRISES,70078.0
FAS Diagnostic Group Inc,70000.0
PULGA DRUG ENTERPRISES,70000.0
JMT biomed techMedical Services and Supply,70000.0
GENSAN BOOMING CITY TOURIST COOPERATIVE,70000.0
Ten Fifteen Enterprises & Gen. Merchandise,70000.0
MULTI-TEKNIKA DMDS,70000.0
Quadtronics Communication & Electronics Center,69930.0
Yolobuilders Co.,69650.0
New Legazpi Frontliner Ent.,69500.0
G. Mercado's Marketing,69496.0
Silver Pulp Trading,69410.0
THAI SUN GENERAL MERCHANDISE,69004.0
Albay Computer Electronics supply and Repair,69000.0
JANET DEL-AMEN,69000.0
NICANOR BOLIMA,69000.0
O and P Medical Supplies and General Merchandise,68800.0
EVERLAST ENTERPRISES,68670.0
MARGAL MEDICAL SUPPLIES,68585.0
PACIFICA Agrivet Supplies,68425.0
Onicare Pharma Trading & General Merchandise,68200.0
Mr. Rodney Berdos,68000.0
JAN-M ENTERPRISES,68000.0
James Javier,67787.6
GabiGroup Inc.,67680.0
INTINO AGRO INSUTRIAL CORP.,67656.45
Gerry Shan's Place,67650.0
"YELLOW BUS LINE, INC.",67596.0
JKRFG UPGRADE BUSINESS SOLUTION CORP.,67500.0
Tublay Central RIC,67500.0
MIKE'S DEPT. STORE,67500.0
MAVY'S DIGITAL ADVERTISING SERVICES,67450.0
JHUN & MHEL BIGASAN,67400.0
"STERCK TRADING, INC.",67360.0
Ideamax Designs Inc.,67312.0
BORAC MULTI-PURPOSE COOPERATIVE,67200.0
MICROGENESIS BUSINESS SYSTEMS,67000.0
Saratan enterprises,66990.0
VIRGILIO MAGABO AUTO REPAIR SHOP,66750.0
Khreiselbae Dental Clinic and Suypply,66660.0
"SOFT BOILED EGGS, INC.",66585.0
TECHNOMED INTERNATIONAL CORP.,66500.0
Tophome Building Inc.,66367.0
Maresma Multi Purpose Cooperative,66255.0
Yana Chemodities Incorporated,66250.0
Servicia Medica Enterprises,66050.0
G.L.R.A TRADING & SERVICES,66000.0
DOUBLE R TRUCKING SERVICES,66000.0
Wendy's Textile and Shop,66000.0
Data Hardware & Electrical Supply,65990.0
JY YOUNG PETRON CENTER,65800.0
OSH ENTERPRISES,65700.0
VALFI FUEL,65693.0
HELMAR'S CATERING SERVICES,65625.0
Manworxxx Marketing & Engineering Services,65300.0
Manzihing Corporation,65208.64
FTDs Canteen,65190.0
BIOKLEEN CARE HYGIENE SOLUTIONS,65100.0
BALDON HARDWARE & CONSTRUCTION SUPPLY,65075.0
A.SANDOVAL CONSTRUCTION & SUPPLY,65070.0
TRI-BOYZ GIF SHOPPE & GENERAL MERCHANDISE,65000.0
LEYTE PAPERWORLD,65000.0
AMETHYST PRINTING PRESS,65000.0
PINNACLE SUPPLIES AND SERVICES UNLIMITED INC.,65000.0
COLONIE ENTERPRISES,65000.0
EEMRAK'S DRY GOODS AND SUPPLIES,64800.0
Arma Hardware,64660.0
MERCURY DRUG CORPORATION,64550.0
MACAVILL ENTERPRISES,64500.0
Lovely Bazar,64420.0
TESS J ENTERPRISES,64215.0
Fernando Payan,64200.0
ABDEN S. OPDEN,64000.0
DEO'S TOOLS & GENERAL MERCHANDISE,64000.0
SERGIO SIBAYAN JR.,64000.0
KRYPTON INDUSTRIAL RESOURCES,64000.0
KOUSEF ENTERPRISES,64000.0
LEONARDO CABANGDI,64000.0
NOLAN ALVAREZ,64000.0
Ima's T-Links & General Merchandise,63883.93
A. O. Soriano Engineering Enterprises,63809.0
Manukang Bayan Nueva Ecija Meat Shop,63600.0
KAMMANA MPC,63360.0
DAMALERIO PETRON STATION,63360.0
Josh Jen General Merchandise,63321.6
Eagle Printing & Publishing,63312.5
EAGLENORTH MEDICAL TRADING,63200.0
GUIMHEALTH PHARMACEUTICALS DISTRIBUTOR DRUGSTORE,63000.0
Laborers,63000.0
The Rosario Livestock and Agriculture Farming Cooperative,63000.0
BMG Commercial,62942.4
Kristia Computer sales & Enterprises,62825.0
Cayag Merchandise,62600.0
WALLER INTERNATIONAL,62500.0
PHISCIMPC,62400.0
Right Line Enterprises,62400.0
"Two Brothers Grocery, Inc",62392.27
Merly Torres,62355.0
D 7R'S Tailoring,62100.0
ANNABELLE MUÃ‘OZ,62000.0
LAWIN 2010 AUTO GLASS AND ALUMINUM SUPPLY,61950.0
BETHSIAH ENTERPRISES,61528.0
FTB GASOLINE STATION,61410.0
Yona Venice Eatery and Catering Services,61075.0
NCH PHILIPPINES INC.,61027.0
Gets Bros Phils,61000.0
Gets Broz Phil Inc,61000.0
FFRW-MPC,60960.0
Bunag-Carlos Builders,60800.0
AJ Agustin Enterprsies Inc.,60780.0
"RVB's Fair Price, Inc.",60588.0
MJ's Catering Services,60550.0
Jenaros Enterprises,60457.0
SCI WAREN INCORPORATED,60400.0
DESUASIDO RICE MILL,60300.0
Pangi LCY Trading Corporation,60190.75
JJRS Store,60160.0
TABINGO PLASTIC,60153.0
SUNYLAND GARDEN AND CATERING,60000.0
LOYOSEN'S ENTERPRISE,60000.0
"Israel Hardware & Electrical Supply, General Merchandise",60000.0
Vincent M. Eugenio,60000.0
ZELID ELECTRICAL & INDUSTRIAL SUPPLIES,60000.0
J and C Office and School Supplies,60000.0
REYGEM BUILDERS,60000.0
MAKEL TRADING AND GENERAL MDSE.,60000.0
LEVIN'S INTERNATIONAL CORPORATION,60000.0
4E Wood and Metal Craft,60000.0
JJDL Trading and Supply,60000.0
Bernie B. Camus,60000.0
MNJ Trading,60000.0
MAGDAEL ENTERPRISE,59854.95
PG Micro World Computers,59590.0
Mothers Sons Commodities,59466.0
ROS-LIM Marketing,59450.0
Noel SJ Zapanta Mahogany Drug Test Center,59400.0
Muriel's Food Service,59170.0
Naga La Suerte Glass and Merchandise,59150.0
PHONE PATCH MARKETING,59072.0
RONNIE F. DALISAY FUNERAL SERVICES,58963.0
RH Kem Enterprises,58855.0
"RHUMBA, INC.",58800.0
BLESSED ST.JOHN PHARMACEUTICAL GEN MDSE,58800.0
Ka Ponching Fastfood and Catering Services,58800.0
Compadre Glass Supplyand Hardware,58748.0
E. Torres Ricemill,58740.0
CHESKA MARIE Store,58616.0
Le Mieux Catering Services,58560.0
"Panamed Phils, Inc.",58500.0
ZABBY ENTERPRISES,58500.0
Z.C. Paperline and Computer Stationers,58500.0
Alluha's Catering Services & General Merchandise,58300.0
JEREMIAH FEEDS TRADING,58300.0
BF MERREN PHARMACEUTICALS,58090.0
Rizal Park Hotel,58000.0
APLAYA VIDA BEACH RESORT,58000.0
SF ALLIED INDUSTRIAL PRODUCTS,58000.0
LYR MARKETING & FURNITURE CENTER,57832.0
Malaybalay Glass House,57673.0
Metro Dumaguete Transport Cooperative,57500.0
LUZON QUICK SERVE TRADING CORPORATION,57500.0
DBM Procurement Service - Depot operations,57484.7
ROY PLAZA CORPORATION,57364.45
CAEZAR FISH BROKERAGE,57200.0
3KR'S ENTERPRISES,57100.0
GAJ Marketing,57000.0
D' Escuro Tailoring,57000.0
Halibwayan Friendly Place and Enterprises,56681.0
CENTRAMED PHILIPPINES COMPANY,56400.0
LOCN TRADING,56350.0
"DBM-PS San Fernando, Pampanga",56332.5
W.K.Y. Trading Corporation,56300.0
Palawan ARC Cooperative Federation,56280.0
MJLG Sari-Sari Store,56225.0
Building Dreams Pharma Group Inc.,56160.0
GRY 88 PRINTS GRAPHIX SUPPLIES,56080.0
JNK Medical Sales,56000.0
ILAGAN GOOD LUCK TRADING COPY CENTER,56000.0
TACIANA SISON,56000.0
Q-Trade Corporation,56000.0
ESTEBAN LAMES,56000.0
"FAS DIAGNOSTIC GROUP, INC.",56000.0
Taurus Rice Mill,56000.0
Reta Drugs,55965.0
Philaser Marketing Corporation,55590.0
MOATONG IRON WORKS,55500.0
Moatong Iron Works,55500.0
CRISLENâ€™S MERCHANDISE,55490.0
Perkin Elmer Instruments Phils Corp,55361.15
"Pintang Pinoy T-Shirt Printing and Gen, Merchandise",55200.0
JOSIE MAR STORE,55095.93
Carjay General Merchandise,55000.0
JAYRIUS MANUEL,55000.0
QUEBEC PHARMACEUTICAL INC.,55000.0
Nutrifresh Chicken Trading Corporation,55000.0
"Omnibus Bio-Medical Systems,Inc",55000.0
GOODNESS A DAY TRADING,54960.0
Mediquip Medical Supplies & General Merchandise,54900.0
FKV Beauty Products Shop,54820.0
Palawan Express Pera Padala,54780.0
Jama Fruit & Vegetable Store,54600.0
Pharma Medica Pharmaceuticals,54230.0
ASS GENERAL MERCHANDISE,54150.0
ANNE M. BACADON,54040.0
Meihao Corporation,54000.0
CARESS88 TAILORING & MARKETING,54000.0
Burac Hawan Ilaya Agriculture Cooperative (BUHAICO),54000.0
Dacrisdeek Enterprises,54000.0
Bukidnon Diners,54000.0
CHONA'S STORE,53900.0
BasbaÃ±o Rice Retailer,53850.0
HEXA CM INDUSTRIAL AND TRADING CORPORATION,53747.0
D. Graphics and General Merchandise,53600.0
NRNS TRADING & CONSTRUCTION SUPPLIES,53493.0
"EURO-MED LAB. PHIL., INC",53425.0
WATSONS (FAMILY HEALTH & BEAUTY) DRUGSTORE,53326.35
"Waltermart Supermarket, Inc.",53317.75
carewell bio-medical systems co,53200.0
PG Micro world Computers,53000.0
Avesco Marketing Corporation,53000.0
SJM Motor Parts and General Merchandise,53000.0
Hans Office Supply & Office Equipt. Mdsg.,52950.0
Willy and Sons Corporation,52492.0
BRILLIANT LIGHT TRADING AND ELECTRICAL SERVICES,52397.0
CHOZ-A-MEDZ CORPORATION,52250.0
Everland Agri Corporation,52200.0
PILI TOURIST TRANSPORT SERVICE COOPERATIVE,52000.0
FUNERARIA EMILIO AGUIALDO,52000.0
EDWIN DAMULLAN,52000.0
Heaven Drops Water Refilling Station,52000.0
KHEPRI FOOD ENTERPRISE,51840.0
"LSV GLOBAL VENTURES, INC.",51800.0
MERAâ€™S GENERAL MERCHANDISE,51764.0
Altecia Enterprises,51760.0
ONLINE COMPUTER CENTER CORPORATION,51710.0
BELISON PETRON STATION,51601.02
GYPSIE'S STORE,51564.0
Alternative Specialized Industries Inc.,51500.0
Rebmann Incorprated,51450.0
"SURGIKLEEN, INC.",51121.7
"MEMBRANE SEPARATION TECHNOLOGY (MST) TRADING, INC",51020.0
RB Bornolla,50958.25
DIODORA'S ENTERPRISES,50934.0
DBM- Procurement Service Region 10,50922.0
Ellen's Agri Vet Supplies,50850.0
G-COR Pharmacy,50700.0
ABZKO Construction Corp.,50566.0
Pedro Laventa,50490.0
MEGASDM Industrial Sales,50400.0
D&S Drugmart,50382.0
"ANG DESIGN STUDIOS, INC.",50300.0
CLOUDSTORE IT WAREHOUSE ENTERPRISE,50300.0
Imperial Appliance Plaza,50080.0
H.Y Bazaar,50029.35
Mariveles WOmen and COmmunity MPC,50000.0
SMV ENTERPRISES,50000.0
GENEVIEVE RAFAEL,50000.0
Khepri Food Enterprise,50000.0
GLH Gasoline and Service Station,50000.0
"HYGIEIA INNOVATIONS AND TECHNOLOGY, INC.",50000.0
Nirma J. Quijance,50000.0
SOLARTECH INC.,50000.0
Rainphil Inc.,50000.0
NL ASENIERO'S CATERING SERVICES,50000.0
ARMANDO SEGAY,50000.0
JB AUDIO,50000.0
Microwroks Computer Store,50000.0
DILLA'S FOOD HOUSE,49980.0
LYZET VARIETY STORE,49950.0
PROCUREMENT SERVICE - DBM,49920.0
MNC MARKETING,49920.0
BLESSED TRUCK PARTS TRADING / CHONAZON A. BUENA,49900.0
PRIVMED Enterprises,49875.0
YSABEL'S KITCHEN,49875.0
CHEMVEST COMMERCIAL TRADING,49875.0
Jassen Harris Industries Corp.,49875.0
Emerlyn Tolentino General Merchandise,49800.0
Net Atlas Printers Plus,49800.0
Pingcon Marketing Corporation,49785.0
Mr. Wilfredo Subtiniente,49715.229999999996
77CSV CORPORTION,49705.0
Rosari Optical Clinic,49700.0
CDCC PHARMACY,49698.2
R-Two Foodies,49680.0
2 Go Global International Corporation,49500.0
PUGAWI TRANSPORTATION SERVICES,49500.0
DM CAR RENTAL SERVICES,49500.0
ORTEGA GENERAL MERCHANDISE,49450.0
Ortega general Merchandise,49450.0
BAGUIO CITY MOUNTAINEERS TRANSPORT ASSOCIATION INC.,49400.0
AFP COMMISSARY & EXCHANGE SERVICE,49350.0
JININ CELLSHOP,49335.5
PGA Green Global Solutions,49280.0
MICAELA's CATERING SERVICES,49200.0
iLOILO IZEEM COMMERCIAL,49200.0
William and Celia's Bigasan,49003.31
JOEY CADAGO,49000.0
TUNGKEE TRADING AND GENERAL MERCHANDISE,49000.0
Patokpok Furniture Shop,49000.0
LUKES CHEMICALS SOLUTION,48924.0
Rhea Agro-Chem & Veterinary Supply,48836.0
Southline Trading,48725.0
ECG DYNAMIC MEDICAL SYSTEM INC,48720.0
PHARMA MEDICAL LINK,48700.0
ericson tapay general merchandise,48700.0
BLUE DRAGON PHARMACEUTICAL CORPORATION,48645.0
Xian Davin Enterprises,48550.0
Geefam Trading,48535.0
Kenroche Catering Services,48510.0
DU EK SAM INC.,48500.0
Metrovision,48494.0
RGM Aranida General Merchanidse,48400.0
BIG TWENTY THREE T-SHIRT PRINTING,48400.0
Super Shopping Market Inc.,48220.25
DBM Procurement Services Office,48200.0
JOCARL'S AIRCON CLEANING SERVICES,48200.0
DOMINADOR ACOSTA,48000.0
Calvin Store,48000.0
Mata Blacksmith and Welding Shop,48000.0
Victor L. Hinares,48000.0
ariel and roda store,47975.0
DBM-Procurement Service Bacolod,47958.4
Flavour Kitchen,47820.0
Labcore Inc. (Hi-Precision Diagnostics),47600.0
Go Forward Pest Control,47580.0
Lilei's Catering Services,47510.0
MAGIC 24 MARKETING,47500.0
1115 Snackhouse,47500.0
BDMT Medical Supply/Daiso Japan,47470.0
GULFVIEW TRADING,47328.0
BLUE DRAGON XVII,47050.0
Raybenjen 23 Trading,47000.0
Jamm's Office ans School Supplies,46880.0
Cayus Livelihood Association,46880.0
888 ACY ENTERPRISES,46850.0
Mercury Drug Corporation,46602.0
Dave & Kelly's General Merchandise,46577.0
Twenty Oaks Marketplace Corp.,46534.78999999999
Valderrama Gasoline Station,46502.4
ZAVIA TRADING,46500.0
Numero 6 General Merchandising,46480.0
CHER B TRADING,46130.0
CHOZ-A-MEDZ Corporation,46130.0
PRECIOUS PRINCE ENTERPRISES,46080.0
Avancena Sacks and Gas Trading,46048.0
Clavinmar Enterprises,46000.0
"SCIENTIFIC BIOTECH SPECIALTIES, INC.,",46000.0
HFQ GLASS AND ALUMINUM SUPPLY,46000.0
DOMALOFER ENTERPRISES,45900.0
DBM Procurement Service - Pampanga,45811.5
SAM ROSE FURNITURE,45800.0
PROCUREMENT-DBM,45760.0
JAMIL ENTERPRISES,45745.0
QUECA'S FOOD HOUSE,45620.0
Shepherd Medical Trading,45600.0
Chemworld Marketing Corporation,45556.0
Chemworld Marketing Corp.,45556.0
Johnny Gajotan,45500.0
Laoag Solid 8 Distribution & Services Corp.,45432.0
Cosasdeoficina Trading,45400.0
Choscemkyn Garments,45400.0
Knopper Trading,45400.0
"Felcontech Trading & Services, Inc.",45304.0
FB triqam Pharma and General Mdse,45225.0
AINSDEN PRINTING,45210.0
Ainsden Printing,45210.0
BENGX GRAPHICS & ARCHITECTURAL SERVICES,45180.0
"Sanosil Philippines, Inc.",45000.0
Three Rs Glass and Aluminum Supplies,45000.0
BARCHEM TRADING AND PEST CONTROL SERVICES,45000.0
England Textiles,45000.0
CVM Orchard and Eco-Park Inc,45000.0
Darwin D. Quinto,45000.0
TECHZONE INTERNET CAFE & PRINTING SERVICES,45000.0
Dewey R. Gasilan,45000.0
MANTIQUILLA FURNITURE SHOP,45000.0
Step V Trading,45000.0
SUNGOLD COMMERCIAL,45000.0
Hangout Beach Resort,45000.0
EQ Tailoring,45000.0
ANIKA'S RESTAURANT,44875.0
SIDLINGS HOG AND PULTRY SUPPLY,44850.0
Art's All In One Marketing,44680.0
Pedelmar Construction Supply,44400.0
SATURNINO AGUSTIN JR,44250.0
"HBC, Inc.",44225.0
Century Family Mall Corporation,44203.42
ZAMBOANGA PENINSULA GAS CORPORATION,44160.0
JIAN HOUSEWARE PRODUCTS,44124.0
Polyfoam-RGC International Corporation,44120.0
GAISANO SUPERSTORE BUTUAN,44061.05
Little Shanghai Novelty House,44050.0
"LTS Retail Specialist, Inc.",44020.0
Rose Furniture,44000.0
"Southside Biomedical Sales and Services Co., Ltd.",44000.0
K-Servico Trade Inc.,43990.0
EI Marketing,43915.0
SOUTH EMERALD DISTRIBUTION INC.,43890.0
Nong and Liza's Dry Goods,43750.0
William & Celia Bigasan,43750.0
Hospeco Philippines Inc.,43710.0
ROGELIO GARCIA,43645.0
ISAMU Chemical International,43200.0
"Biotriune, Inc., BG's Marketing",43180.0
LEE-ANN's Catering Services,43032.0
LAMBUYAO SEA KABAYAN INCORPORATED,43005.0
MR. JAYMAR T. EMBATE,43000.0
Northlandia Transport Service Multi-Purpose Cooperative (NORTRANSMPC),43000.0
Onica Pharma Trading & Gen. Mdse.,42960.0
RILMAN'S GRAINS VETERINARY SUPPLY,42900.0
H28 BUILDERS AND CONSTRUCTION SUPPLY,42896.5
MJ Fabshop,42800.0
Erraville Computer Center,42750.0
TATA LUMBER,42741.0
IORI PHARMACEUTICALS,42647.5
Rjay's Lumber & Construction Supply,42565.5
HAWK RESCUE EQUIPMENT & MERCHANDISE,42500.0
MRV Castro General Merchandise,42477.5
Sanvicare Medical supply,42280.0
Puregold Duty Free Inc.,42174.91
Paint 'N Rock General Merchandise,42124.0
Kareila Management Corp.,42091.0
Reinlab Corporation,42000.0
"Tri-Den, Inc.",42000.0
EF WILLIAMS DRY GOODS AND SUPPLIES,42000.0
PANGLAO BLUE WATER BEACH RESORT INC.,42000.0
PEDRO OSDAVA B. BESTED,42000.0
THE STORY RESORT INC.,42000.0
EF WILLIAMS DRY GOODS AND SUPPLIES TRADING,42000.0
Golden Maru General Merchandise,41984.0
D. Reyes Pharmacy & Bakeshop,41912.0
A & M Enterprises,41834.0
WALTERMART SUPERMARKET INC,41368.5
FREEDOM COMMERCIAL PRINTERS,41300.0
Legazpi Jebson Marketing,41060.0
MEDWATCH PHARMACY,40600.0
Dau Agri Industrial Corporation,40500.0
SEASIDE SHELL STATION,40417.0
"KLG INTERNATIONAL, INC.",40200.0
JOVENNIA STORE/SONIA A. REVILLA,40160.0
Almost Enterprises,40150.0
JB Printing & Graphic Design,40137.88
"Hi-Precision Diagnostic Center, Inc.",40000.0
Zenaida B. Ordonio,40000.0
HEXA CM INDUSTRIAL & TRADING CORP,40000.0
M-Plaza catering Services,40000.0
Anito B. Tribiana,40000.0
Nancy & Melo General Merchandise,40000.0
"DECOARTS MARKETING, INC.",39932.25
WARLYN CATERING,39750.0
ACA LAB TRADING,39690.0
Fres-mon Medical and Industrial Services,39600.0
Gensson Trade Corporation,39600.0
Teddy Herrera,39585.0
DBM,39390.0
"Feline's Gift Shop, Inc.",39300.0
RL Vercons Merchants Corporation,39192.5
MMD Glassware & General Merchandise,39065.0
JHUN AND MHEL BIGASAN,39000.0
"Metro Retail Stores Group, Inc",38900.0
Autotech Parts Center,38860.0
Maquiling Builders Depot,38855.95
POPSI'S HOUSE OF GOODIES,38750.0
DOUBLE J GENERAL MERCHANDISE,38700.0
"I.T EASY SOFTWARE SOLUTIONS, INC",38500.0
K Joy Food Services,38500.0
Omnibus Biomedical Systems,38400.0
JJ AND B GENERAL MERCHANDISE,38290.0
Aliyacyac Tailoring,38276.25
RLSG PHARMA AND MEDICAL SUPPLIES DISTRIBUTION,38250.0
ADM Pharma Medical & Hospital Supplies International,38250.0
Brickstone Supermart,38160.0
767 General Merchandise Corporation,38160.0
767 GENERAL MERCHANDISE CORPORATION,38160.0
NEXCO Medical Enterprises,38044.0
JASRICH MEDICAL SUPPLY & HOSPITAL EQUIPMENT,38000.0
Super Aire Refrigeration & Contractors Inc.,38000.0
BAJ Pharma,38000.0
1st Mega Saver,37998.0
AJ'S GENERAL MERCHANDISE,37984.0
HRI Marketing,37950.0
"Hercules Foam Mindanao, Inc.",37810.0
PUREGOLD,37800.0
TRIANGELEN MARKETING CORPORATION,37674.88
CCWP Enterprises,37673.0
BS-PCWORKS ADVERTISING,37566.0
MEDICAL CENTER TRADING CORPORATION,37500.0
"NEW UNITED LAMINATED FLOORING SUPPLY, INC.,",37500.0
MIGGY ENTERPRISES,37500.0
All Home Corporation,37454.25
AFP COMMISSARY AND EXCHANGE SERVICE,37150.0
HASA GASOLINE STATION,37125.0
PANDELTON BAKERIES INC.,37125.0
Quantum Leap JMB MKTG Inc,37000.0
Eemrak's Dry Goods and School Supplies,37000.0
KRUKSPEC TACTICAL GEAR MANUFACTURER,36900.0
ROANN CONSTRUCTION & SUPPLIES,36850.0
G-Star Marketing,36600.0
Bing Comprada & General Merchandise,36450.5
"TS La Trinidad, Benguet",36220.0
"Cred General Trading,Primesolv Technologies Co",36150.0
E.R.L. Pharmaceutical,36000.0
NANCY AND MELO GENERAL MERCHANDISE,36000.0
MAMA LALI'S ANGELS EATERY & CATERING SERVICES,35500.0
Metro Legazpi,35469.0
CreativeMist.Net Inc.,35467.0
D&S General Merchandise,35340.0
Ecoshift Corporation,35340.0
Kalinisan Chemicals Corporation,35270.0
Edna's Footwear,35100.0
G. INGLES GENERAL MERCHANDISE,35050.0
APHIO GEN. MDSE.,35050.0
MARVIE L. BRIONES TRADING,35040.0
MR. JEZL CRIS B. TACUYAN/MR. JAYMAR EMBATE,35040.0
"MR. VIRGILIO AUSTRIA, JR.",35040.0
Sto. Cristo Milagroso Hospital,35000.0
HealthSolutions Enterprise,35000.0
Zomedel Gas Center & General Mdse.,35000.0
Tenecio Enterprise,35000.0
Che Enterprises,35000.0
D'Conner Pharma,35000.0
"4J""s Tech Equipment Gadget and Gen. Mdse.",34998.0
Robinson'a Handyman Inc.,34850.0
M.A.TAMAYO ENTERPRISES,34800.0
Vallery Enterprises,34745.0
Newton Integrated Solutions,34630.0
"IDS Medical Systems Philippines, Inc",34500.0
FISHAVENUE ENTERPRISES,34430.0
"Detoxicare Molecular Diagnostics Laboratory, Inc.",34240.0
Golden Three 168 Trading Incorporated,34216.0
"Golden Dell Generic Distributor, Inc.",34105.0
FREELANCE NETWORK MKTG BUSINESS AND GEN. SVCS,34000.0
Freelance Network Marketing Business and General Services,34000.0
Tanchuling General Hospital Inc.,34000.0
CENTRAMED PHILS CO.,33800.0
DBM Procurement Service Region V,33696.0
Legazpi Two-in-one Marketing,33661.61
G. INGLES GEN. MDSE,33648.0
"Farron Cafe Ventures, Inc",33600.0
JONECO TECH MARKETING CORPORATION,33600.0
R-MINIMART & GEN. MDSE.,33600.0
Gaddeah's Egg Industry,33500.0
Metro Manila Shopping Mecca Corporation,33300.0
Dipolog Diamond Hardware & Electrical Supplies,33300.0
EJ Jhune Gen. Merchandise,33200.0
LBH TUNE SHOP & CAR ACCESSORIES,33145.0
PRIME INNOV8 MANUFACTURING CO.,33000.0
Tod's Lomi House and Resto,33000.0
DBM Procurement Service - Bacolod City,32725.339999999997
Clarenzon Marketing,32716.0
"SM Mart, Inc.",32617.75
BIOCKREST MULTIPURPOSE COOPERATIVE HUSKY TOURS,32500.0
ATR TRADING SYSTEM,32400.0
MANGGITAHAN ARB COOPERATIVE (ESMARBEMCO),32400.0
Seventy's Enterprises,32400.0
Watchlife Workers Multi Purpose Cooperative,32400.0
ESPERANZA MANGGITAHAN ARB COOPERATIVE (ESMARBEMCO),32400.0
LA NUEVA DRUGSTORE CHAINS INC./LA NUEVA PHARMACY,32275.0
"Multi-Teknika, DMDS",32140.0
MAGSAI OFFICE SUPPLIES,32090.0
"Phil. Pharmawealth, Inc",32000.0
DEN'S VAN TRANSPORT,32000.0
Endless Marbles and Crafts Souvenir Items,32000.0
RXCARMED ENTERPRISES,32000.0
LEONARDO WANAGEN,32000.0
Costsaver's Supermarket Inc.,31917.62
Abri Commercial Inc.,31880.0
Leoruss Enterprise,31780.0
MLG Greenhouse Pharmaceutical Trading,31580.0
Villamar General Merchandise,31500.0
SKSC CONSUMER GOODS TRADING,31500.0
TRIPLE A GENERAL MERCHANDISE,31500.0
Cagayan Balita Corporation,31450.0
LOLITA UBUAN,31400.0
NSTAR ENTERPRISES,31358.0
Tacloban Fortune Drug House,31220.0
Asia Cycle Center,31200.0
KST COMMERCIAL,31146.0
Sibalom Glass Aluminum Construction Supply and Services,31000.0
ARDENT MEDICARE ENTERPRISES INC.,30800.0
LVM FOOD SUPPLY,30800.0
Iloilo Yca Dale Trading,30605.0
C & G Refrigeration & Airconditioning Service Center,30500.0
Migies Contruction & General Merchandise,30303.0
Alicia Refe Catering Service,30300.0
Dolfo & Elvie Store,30267.36
SODATrade Corporation,30240.0
AUNTIE VI ENTERPRISES,30200.0
BINANGONAN RICE CENTER,30167.5
Diamond Interior Industries Corporation,30138.86
TWENTY OAKS MARKETPLACE CORP.,30030.0
BRP JR. Trading,30000.0
Agricultural Cooperative of Tigaon,30000.0
Donut 168 Ads Inc.,30000.0
Lhester-Wen General Merchandise,30000.0
PUREGOLD PAG-ASA,30000.0
KING'S SAFETYNET INC.,30000.0
BRP Jr. Trading,30000.0
CALINOG BUS LINE,30000.0
Green Energy Trading,30000.0
N.P.C OCAMPO GENERAL MERCHANDISE,30000.0
RNM INTEGRATED FARM,30000.0
Javs Aluminum Glass,30000.0
