Name Of Awarded Company,Amount Awarded
"Panamed Philippines, Inc.",58750.0
Compadre Glass Supplyand Hardware,58748.0
E. Torres Ricemill,58740.0
Curamed Pharmacy,58680.0
Le Mieux Catering Services,58560.0
"PHIL PHARMAWEALTH, INC.",58508.16
Z.C. Paperline and Computer Stationers,58500.0
CODO Trading,58500.0
"Panamed Phils, Inc.",58500.0
ZABBY ENTERPRISES,58500.0
The Procurement Service,58412.2
PNJ General Merchandise,58375.0
CARVI UPHOLSTERY SUPPLY,58362.5
Alluha's Catering Services & General Merchandise,58300.0
JEREMIAH FEEDS TRADING,58300.0
Luy Consumer Goods Trading,58260.0
PROCUREMENT SERVICE,58240.0
PACIFICA AGRIVET SUPPLIES,58188.0
DBM-PS ZAMBOANGA SUB DEPOT,58178.86
JJRS Store,58140.0
BF MERREN PHARMACEUTICALS,58090.0
APLAYA VIDA BEACH RESORT,58000.0
Pinaksoy Tailoring,58000.0
EAGLENORTH MEDICAL TRADING,58000.0
SF ALLIED INDUSTRIAL PRODUCTS,58000.0
JD Enterprises,58000.0
Rizal Park Hotel,58000.0
HEBBORN ANALYTICS INCORPORATED,58000.0
AC3J CORPORATION,57997.6
COLLIN'S PHARMACY,57920.0
Diamed Enterprise,57750.0
DOTON TRADING,57735.0
JUZLAI CATERING AND FOOD SERVICES,57700.0
CHOZ-A-MEDZ CORP.,57600.0
"YANA CHEMODITIES, INC.",57500.0
LUZON QUICK SERVE TRADING CORPORATION,57500.0
Iloilo Izeem Commercial,57353.4
RODAMA AGRIVET SUPPLIES,57240.0
South Emerald Distribution Incorporated,57200.0
CAEZAR FISH BROKERAGE,57200.0
DBM-PS,57200.0
The Procurement Service,57162.0
3KR'S ENTERPRISES,57100.0
V FIVE MARKETING,57000.0
GAJ Marketing,57000.0
D' Escuro Tailoring,57000.0
NEGROS MARKETING,57000.0
NEGROS MARKETING,57000.0
Jen Bulls Catering Services,56925.0
Puregold Hardware,56922.0
South Emerald Distribution Incorporated,56884.9
Genruz Const. & Supplies,56700.0
Halibwayan Friendly Place and Enterprises,56681.0
CENTRAMED PHILIPPINES COMPANY,56400.0
B.M. Singh General Merchandise,56340.0
LICAY GENERAL MERCHANDISE,56304.5
Palawan ARC Cooperative Federation,56280.0
ZAR Catering Services,56250.0
MJLG Sari-Sari Store,56225.0
CSI WAREHOUSE CLUB INC.,56100.0
GRY 88 PRINTS GRAPHIX SUPPLIES,56080.0
TACIANA SISON,56000.0
"HBI DIAGNOSTIKA, INC.",56000.0
JNK Medical Sales,56000.0
"FAS DIAGNOSTIC GROUP, INC.",56000.0
Q-Trade Corporation,56000.0
One Nine One Trading,56000.0
ILAGAN GOOD LUCK TRADING COPY CENTER,56000.0
Taurus Rice Mill,56000.0
ESTEBAN LAMES,56000.0
Reta Drugs,55965.0
Jamm's Office and School Supplies,55920.0
RLPAM Sari-Sari Store,55816.62
Aklan United Sales,55800.0
RSB General Merchandise,55735.0
PS-DBM,55686.42
Pacifica Agrivet Supplies Inc,55679.5
Moatong Iron Works,55500.0
MOATONG IRON WORKS,55500.0
Perkin Elmer Instruments Phils Corp,55361.15
Golden Three 168 Trading Inc.,55328.0
Golden Three 168 Trading Inc.,55328.0
"Pintang Pinoy T-Shirt Printing and Gen, Merchandise",55200.0
Procurement Service (PS-DBM),55120.0
JAYRIUS MANUEL,55000.0
Nutrifresh Chicken Trading Corporation,55000.0
Berovan Marketing Inc,55000.0
"Respicare Enterprises, Inc.",55000.0
Berovan Marketing Inc,55000.0
MARJENN OFFICE SUPPLIES AND EQUIPMENT TRADING,55000.0
MARJENN OFFICE SUPPLIES AND EQUIPMENT TRADING,55000.0
"Omnibus Bio-Medical Systems,Inc",55000.0
"CAPITOL MILLING COMPANY, INC.",55000.0
QUEBEC PHARMACEUTICAL INC.,55000.0
3K's Sari-Sari Store,55000.0
G CHEMTRADING CORPORATION,55000.0
RGM ARANDIA GENERAL MERCHANDISE,55000.0
Infoshare Management Systems,55000.0
Ideal Unomed Care Corp.,54999.36
Central Mart General Merchandise,54900.0
Berovan Marketing Inc,54900.0
Mediquip Medical Supplies & General Merchandise,54900.0
PAULEN GENERAL MERCHANDISE,54856.6
PAULEN GENERAL MERCHANDISE,54856.6
PAULEN GENERAL MERCHANDISE,54856.6
Jackpot Drug & General Merchandise,54855.0
FKV Beauty Products Shop,54820.0
Palawan Express Pera Padala,54780.0
Salve's Dry Goods Trading,54720.0
3K's Sari-Sari Store,54695.0
"METRO DRUG, INC.",54637.1
Jama Fruit & Vegetable Store,54600.0
D' ANCHOR ENTERPRISES,54585.0
Procurement Service,54567.06
4M GENERAL MERCHANDISE,54500.0
Central Mart General Merchandise,54500.0
Eagle Printing & Publishing,54312.5
LICAY GENERAL MERCHANDISE,54269.4
E&M Trading,54250.0
Pharma Medica Pharmaceuticals,54230.0
MIKKO'S AGRICULTURAL & POULTRY SUPPLY,54150.0
ASS GENERAL MERCHANDISE,54150.0
EC Cantina Trading,54094.0
ANNE M. BACADON,54040.0
Kelsey's Trading,54000.0
CARESS88 TAILORING & MARKETING,54000.0
Burac Hawan Ilaya Agriculture Cooperative (BUHAICO),54000.0
Rebmann Incorporated,54000.0
Meihao Corporation,54000.0
Dacrisdeek Enterprises,54000.0
Bukidnon Diners,54000.0
JMINA Catering Services and Gowns,54000.0
JMina Catering Services and Gowns,54000.0
BasbaÃ±o Rice Retailer,53850.0
JYD ENTERPRISES,53800.0
"LIFELINE DIAGNOSTICS SUPPLIES, INC.",53790.0
GAISANO CAPITAL BINANGONAN,53789.0
D. Graphics and General Merchandise,53600.0
NRNS TRADING & CONSTRUCTION SUPPLIES,53493.0
"EURO-MED LAB. PHIL., INC",53425.0
WATSONS (FAMILY HEALTH & BEAUTY) DRUGSTORE,53326.35
carewell bio-medical systems co,53200.0
"MEDICAL TEST SYSTEMS, INC.",53130.0
"METRO DRUG, INC.",53037.6
SJM Motor Parts and General Merchandise,53000.0
Bagels Enterprises,53000.0
PG Micro world Computers,53000.0
Ten Fifteen Enterprises & Gen Merchandise,53000.0
Avesco Marketing Corporation,53000.0
"Metro Drug, Inc.",52999.0
Hans Office Supply & Office Equipt. Mdsg.,52950.0
JD'S Drug Distribution & Convenience Store,52900.0
Lucky Angel Medical Supply,52800.0
Tam's Kainan,52500.0
Isabela Livelihood Center & General Merchandise,52500.0
King Jan Enterprises,52500.0
Jirras Safety and Industrial Supply,52500.0
BEROVAN MARKETING INC.,52500.0
JMina Catering Services and Gowns,52500.0
Willy and Sons Corporation,52492.0
JC Admiral Trading,52415.2
BRILLIANT LIGHT TRADING AND ELECTRICAL SERVICES,52397.0
Marikina Food Corporation,52392.0
DBM - Procurement Service,52265.2
CHOZ-A-MEDZ CORPORATION,52250.0
Everland Agri Corporation,52200.0
Farmacia Sheena,52200.0
Gevans General Merchandise,52069.9
"METRO DRUG, INC.",52019.72
FUNERARIA EMILIO AGUIALDO,52000.0
"LTS RETAIL SPECIALIST, INC.",52000.0
"FAIR & SQUARE MARKETING, CO.",52000.0
Heaven Drops Water Refilling Station,52000.0
JAYYAM ENTERPRISES,52000.0
PILI TOURIST TRANSPORT SERVICE COOPERATIVE,52000.0
Jocim Office Supplies and Equipment Trading,52000.0
EDWIN DAMULLAN,52000.0
SB STORE,51966.4
RH Kemp Enterprises,51960.0
MAGIC CLUB INCORPORATED,51870.0
KHEPRI FOOD ENTERPRISE,51840.0
"LSV GLOBAL VENTURES, INC.",51800.0
JREV Pharma Drug Distributor,51780.0
GoodWill Shop- On Mart,51768.0
MERAâ€™S GENERAL MERCHANDISE,51764.0
Altecia Enterprises,51760.0
Botika ng Bayan sa Pinamalayan,51750.0
BELISON PETRON STATION,51601.02
Iloilo Izeem Commercial,51593.0
ASHER ALLIED MARKETING,51570.0
Dynasty Pharmaceuticals,51500.0
MND Medical Diagnostic Supplies,51500.0
Alternative Specialized Industries Inc.,51500.0
RLPAM Sari-Sari Store,51477.0
Rebmann Incorprated,51450.0
COSTSAVER'S SUPERMARKET INC,51400.0
Zuelling Pharma Corp,51300.0
Malaybalay Glass House,51273.0
Gerboudenviro Public Health Pest Control & Cleaning,51200.0
77CSV CORPORATION,51165.0
Lot-9 Catering Services,51150.0
"SURGIKLEEN, INC.",51121.7
XIAN DAVIN ENTERPRISES,51000.0
Agricons Impex Co.,51000.0
MRL CYBERTEC CORP.,51000.0
VARIANCE TRADING CORPORATION,51000.0
JOY'S GENERAL MERCHANDISING,51000.0
ABCM ENTERPRISES,51000.0
RAZMER'S TRADING,51000.0
DIODORA'S ENTERPRISES,50934.0
DBM- Procurement Service Region 10,50922.0
Ellen's Agri Vet Supplies,50850.0
Hopps Marketing Inc.,50715.0
G-COR Pharmacy,50700.0
ABZKO Construction Corp.,50566.0
B.M. Singh General Merchandise,50500.0
Pedro Laventa,50490.0
DBM - Procurement Service,50440.0
MEGASDM Industrial Sales,50400.0
CENTER POINT SALES AND TRADING INC,50400.0
Mega Mura General Merchandise,50385.0
D&S Drugmart,50382.0
CLOUDSTORE IT WAREHOUSE ENTERPRISE,50300.0
3K's Sari-Sari Store,50280.0
HLYC Trading,50220.0
Shan Pharmaceutical Dealer and Drugstore,50110.0
"TOPHOME BUILDERS, INC.",50080.0
H.Y Bazaar,50029.35
V DRAGON PLASTIC PRODUCTS TRADING,50000.0
Maricel's Catering Services,50000.0
Nirma J. Quijance,50000.0
GENEVIEVE RAFAEL,50000.0
ARMANDO SEGAY,50000.0
Mariveles WOmen and COmmunity MPC,50000.0
Khepri Food Enterprise,50000.0
SMV ENTERPRISES,50000.0
NEGROS MEDICAL TRADING,50000.0
"HYGIEIA INNOVATIONS AND TECHNOLOGY, INC.",50000.0
SOLARTECH INC.,50000.0
"Scientific Biotech Specialties, Inc.",50000.0
NL ASENIERO'S CATERING SERVICES,50000.0
Microwroks Computer Store,50000.0
Rainphil Inc.,50000.0
GLH Gasoline and Service Station,50000.0
Smart Communications,50000.0
Smart Communications,50000.0
Philaser Marketing Corporation,50000.0
MNJ Trading,50000.0
CREATIVE PLATE CATERING,50000.0
Jamm's Office and School Supplies,50000.0
JB AUDIO,50000.0
Chemvest Commercial Trading,50000.0
RGM Arandia General Merchandise,50000.0
BINGAWAN GASOLINE STATION,49999.97
DILLA'S FOOD HOUSE,49980.0
LYZET VARIETY STORE,49950.0
MNC MARKETING,49920.0
PROCUREMENT SERVICE - DBM,49920.0
BLESSED TRUCK PARTS TRADING / CHONAZON A. BUENA,49900.0
MMJS PHARMACY AND MEDICAL SUPPLIES,49900.0
CHEMVEST COMMERCIAL TRADING,49875.0
Jassen Harris Industries Corp.,49875.0
YSABEL'S KITCHEN,49875.0
PRIVMED Enterprises,49875.0
SB STORE,49843.1
LAVAREZ ENTERPRISES,49822.0
MJ's Catering Services,49800.0
Net Atlas Printers Plus,49800.0
Emerlyn Tolentino General Merchandise,49800.0
JBM TRADING,49800.0
Pingcon Marketing Corporation,49785.0
Klick Lucky Marketing,49780.25
JUAN CARLO GASOLINE STATION,49719.1
DOERS MPC,49717.0
77CSV CORPORTION,49705.0
Rosari Optical Clinic,49700.0
R-Two Foodies,49680.0
DBM Procurement Service - Manila,49660.0
ICO'S CATERING SERVICES,49600.0
CREATIVE PLATE CATERING,49560.0
JUAN CARLO GASOLINE STATION,49528.5
Metro Ipil Centrum,49500.0
2 Go Global International Corporation,49500.0
Rescue Life Industrials Sales Co.,49500.0
PUGAWI TRANSPORTATION SERVICES,49500.0
DM CAR RENTAL SERVICES,49500.0
N&N SERVICE CENTER,49490.0
Ortega General Merchandise,49450.0
Ortega General Merchandise,49450.0
Ortega General Merchandise,49450.0
Ortega General Merchandise,49450.0
Ortega general Merchandise,49450.0
ORTEGA GENERAL MERCHANDISE,49450.0
BAGUIO CITY MOUNTAINEERS TRANSPORT ASSOCIATION INC.,49400.0
SB STORE,49354.5
GG & I OIL AND LUBRICANTS TRADING,49351.5
GG & I OIL AND LUBRICANTS TRADING,49351.5
AFP COMMISSARY & EXCHANGE SERVICE,49350.0
Scorvir Trading,49343.0
JININ CELLSHOP,49335.5
SB STORE,49328.9
PGA Green Global Solutions,49280.0
Dyna Care Medical Trading,49250.0
Procurement Service,49233.0
MICAELA's CATERING SERVICES,49200.0
iLOILO IZEEM COMMERCIAL,49200.0
St. Almers Construction and Enterprise,49060.6
William and Celia's Bigasan,49003.31
K-I SOLUTIONS GENERAL MERCHANDISE,49000.0
FB Triqam and General Mdse,49000.0
Patokpok Furniture Shop,49000.0
Building Dreams Pharma Group Inc.,49000.0
JAKKMAR MEDICAL SUPPLY,49000.0
TUNGKEE TRADING AND GENERAL MERCHANDISE,49000.0
JOEY CADAGO,49000.0
NORTHEAST MEDICAL TRADING,48999.0
Rhea Agro-Chem & Veterinary Supply,48836.0
M. Moreno Lodge & Restaurant,48800.0
RGM ARANDIA GENERAL MERCHANDISE,48800.0
Medical Center Trading Corp.,48750.0
Aljade Trading Services,48750.0
Southline Trading,48725.0
ECG DYNAMIC MEDICAL SYSTEM INC,48720.0
PHARMA MEDICAL LINK,48700.0
Cabern Store,48700.0
CABERN STORE,48700.0
ericson tapay general merchandise,48700.0
Kimberly Dawn Trading,48693.74
BLUE DRAGON PHARMACEUTICAL CORPORATION,48645.0
Xian Davin Enterprises,48550.0
Kenroche Catering Services,48510.0
DU EK SAM INC.,48500.0
Metrovision,48494.0
Kairos Pharma - Medical Supplies and Equipment,48430.0
RGM Arandia General Merchandise,48400.0
RGM Arandia General Merchandise,48400.0
BIG TWENTY THREE T-SHIRT PRINTING,48400.0
RGM ARANDIA GENERAL MERCHANDISE,48400.0
RGM ARANDIA GENERAL MERCHANDISE,48400.0
RGM Aranida General Merchanidse,48400.0
RGM Arandia General Merchandise,48400.0
PROCUREMENT SERVICE,48399.6
Kilyn Trading,48390.0
RODAMA AGRIVET SUPPLIES,48330.0
Super Shopping Market Inc.,48220.25
Tam's Kainan,48000.0
JENNY & NOY CATERING,48000.0
JENNY & NOY CATERING,48000.0
Mata Blacksmith and Welding Shop,48000.0
Allied Hospital Supply International Corporation,48000.0
HEALTH OPTIONS ENTERPRISES,48000.0
Calvin Store,48000.0
VARIANCE TRADING CORPORATION,48000.0
Laborers,48000.0
CARVI UPHOLSTERY SUPPLY,48000.0
Ysabels Kitchen,48000.0
Aphio General Merchandise,48000.0
Ysabels Kitchen,48000.0
Ysabels Kitchen,48000.0
Ysabels Kitchen,48000.0
Aphio General Merchandise,48000.0
Ysabels Kitchen,48000.0
Ysabels Kitchen,48000.0
OMIE ALCANTARA BIGASAN STORE,48000.0
Victor L. Hinares,48000.0
Amparo Adrias Food House & Catering Services,48000.0
Amparo Adrias Food House & Catering Services,48000.0
Sanvicare Medical Supply,48000.0
NANCY & MELO GENERAL MERCHANDISE,48000.0
DOMINADOR ACOSTA,48000.0
Flavour Kitchen,47820.0
"Wyler Enterprises, Inc.",47760.0
NEIM TRADING,47750.0
UYMATIAO TRADING CORPORATION,47700.0
FTDs Canteen,47700.0
Panukulan Sari-Sari Store,47620.0
CREATIVEMIST.NET INC.,47600.0
Labcore Inc. (Hi-Precision Diagnostics),47600.0
Go Forward Pest Control,47580.0
Manworxxx Marketing & Engineering Services,47500.0
VMED MEDICAL CO.,47500.0
PATIENT CARE CORPORATION,47500.0
1115 Snackhouse,47500.0
MAGIC 24 MARKETING,47500.0
GME-MPC,47490.0
BDMT Medical Supply/Daiso Japan,47470.0
MED ONE MEDICAL EQUIPMENT & SUPPLIES,47400.0
A.V. Laynes Trading and Construction,47381.7
Puregold,47334.15
Gerry Shan's Place,47250.0
HEBBORN ANALYTICS INCORPORATED,47250.0
Agua Visions Trading,47200.0
Nantes Store,47169.0
KCJ GENERAL MERCHANDISE,47100.0
BLUE DRAGON XVII,47050.0
RJS MARKETING,47040.0
Jamm's Office and School Supplies,47040.0
Arik General Merchandising,47000.0
Raybenjen 23 Trading,47000.0
MMD Glassware and General Merchandise,46930.0
Cayus Livelihood Association,46880.0
Jamm's Office ans School Supplies,46880.0
888 ACY ENTERPRISES,46850.0
PHIL PAK IMPORT EXPORT & TRADING CORP,46800.0
BEROVAN MARKETING INC.,46800.0
F.E.G GENERAL MERCHANDISE,46791.0
CHONA'S STORE,46740.0
Bert's Restaurant,46740.0
DOERS Multi-Purpose Cooperative,46675.0
LUCENA MEDICAL SUPPLY,46660.23
Mercury Drug Corporation,46602.0
k-I SOLUTIONS GENERAL MERCHANDISE,46600.0
k-I SOLUTIONS GENERAL MERCHANDISE,46600.0
PHARMACEUTICA FILIPINA DE VISAYAS,46600.0
Valderrama Gasoline Station,46502.4
Mabuhay Warehouse,46500.0
ZAVIA TRADING,46500.0
JHUN & MHEL BIGASAN,46500.0
SB STORE,46486.71
Numero 6 General Merchandising,46480.0
Johnclea Catering Services,46250.0
MotorWorld Supershops Inc.,46220.0
CHER B TRADING,46130.0
RR Brothers' Office Supplies Trading,46100.0
THAI SUN GENERAL MERCHANDISE,46094.0
LINDA'S DEPT. STORE,46085.0
LICAY GENERAL MERCHANDISE,46082.0
PRECIOUS PRINCE ENTERPRISES,46080.0
Avancena Sacks and Gas Trading,46048.0
DBM - Procurement Service,46020.0
Procurement Service,46020.0
"SCIENTIFIC BIOTECH SPECIALTIES, INC.,",46000.0
LR Enterprises,46000.0
HFQ GLASS AND ALUMINUM SUPPLY,46000.0
Clavinmar Enterprises,46000.0
Escada Medical Supply,46000.0
LICAY GENERAL MERCHANDISE,45999.0
LAWIN 2010 AUTO GLASS AND ALUMINUM SUPPLY,45950.0
Talico Industrial & Construction Supply,45945.0
Luy Consumer Goods Trading,45910.0
Luy Consumer Goods Trading,45910.0
DOMALOFER ENTERPRISES,45900.0
SAM ROSE FURNITURE,45800.0
PROCUREMENT-DBM,45760.0
PS-DBM,45760.0
JAKKMAR MEDICAL SUPPLY,45750.0
LOCN TRADING,45650.0
QUECA'S FOOD HOUSE,45620.0
GSP ENTERPRISES,45600.0
Shepherd Medical Trading,45600.0
Chemworld Marketing Corporation,45556.0
Chemworld Marketing Corp.,45556.0
PLOUTOS MARKETING,45505.0
Johnny Gajotan,45500.0
Norberto T. Tuquero,45500.0
Norberto T. Tuquero,45500.0
LRH ENTERPRISES,45435.0
Laoag Solid 8 Distribution & Services Corp.,45432.0
Knopper Trading,45400.0
Cosasdeoficina Trading,45400.0
CRISLENâ€™S MERCHANDISE,45390.0
"Felcontech Trading & Services, Inc.",45304.0
AINSDEN PRINTING,45210.0
Ainsden Printing,45210.0
"LIBERTY AND SON'S LA UNION,INC",45204.0
BENGX GRAPHICS & ARCHITECTURAL SERVICES,45180.0
MFR MARKETING,45115.0
ER SUPERMALL,45110.0
Apayao Bazaar,45100.0
Hi Five Enterprises,45070.0
CMN Enterprises,45000.0
Sta. Ana Enterprises,45000.0
England Textiles,45000.0
BARCHEM TRADING AND PEST CONTROL SERVICES,45000.0
MANTIQUILLA FURNITURE SHOP,45000.0
"Maridan Industries, Inc.",45000.0
Agua Visions Trading,45000.0
REJOHN ENTERPRISES,45000.0
Hangout Beach Resort,45000.0
EVERYDAY ENTERPRISE,45000.0
JMINA Catering Services and Gowns,45000.0
Mactan International Airport Shuttle Service MPC (MIASSCO),45000.0
VMED MEDICAL CO.,45000.0
Farmacia Carmina,45000.0
Step V Trading,45000.0
SUNGOLD COMMERCIAL,45000.0
RGM Arandia General Merchandise,45000.0
TECHZONE INTERNET CAFE & PRINTING SERVICES,45000.0
JMina Catering Services and Gowns,45000.0
"Sanosil Philippines, Inc.",45000.0
Dewey R. Gasilan,45000.0
Darwin D. Quinto,45000.0
MMD Glassware and General Merchandise,45000.0
NEGROS MARKETING,45000.0
EQ Tailoring,45000.0
Three Rs Glass and Aluminum Supplies,45000.0
CVM Orchard and Eco-Park Inc,45000.0
MCR Store,44980.0
Killaz General Merchandise,44960.0
LAVAREZ ENTERPRISES,44945.0
SB STORE,44944.5
SB STORE,44943.1
ANIKA'S RESTAURANT,44875.0
Sun East Asia Corporation,44850.0
SIDLINGS HOG AND PULTRY SUPPLY,44850.0
Art's All In One Marketing,44680.0
DNZ Pharmacy,44500.0
DBM-Procurement Service Bacolod,44464.0
Pedelmar Construction Supply,44400.0
ROY PLAZA CORPORATION,44364.45
Puregold Hardware,44349.0
Biosite Medical Instruments,44250.0
SATURNINO AGUSTIN JR,44250.0
"HBC, Inc.",44225.0
Century Family Mall Corporation,44203.42
Art Explorer Computer Services,44160.0
ZAMBOANGA PENINSULA GAS CORPORATION,44160.0
JIAN HOUSEWARE PRODUCTS,44124.0
Polyfoam-RGC International Corporation,44120.0
G.D.R. CATERING AND PARTY NEEDS,44100.0
ABZKO Construction Corp,44094.8
GAISANO SUPERSTORE BUTUAN,44061.05
Little Shanghai Novelty House,44050.0
Three Kings General Merchandise,44022.0
"LTS Retail Specialist, Inc.",44020.0
Infinitrix Medical Equipment and Supplies Trading,44000.0
"Metro Retail Stores Group, Inc.",44000.0
ASSIL ENTERPRISES,44000.0
GR CASTILLO MEDICAL SUPPLIES,44000.0
BEROVAN MARKETING INC,44000.0
"Southside Biomedical Sales and Services Co., Ltd.",44000.0
Kingstar Pharma,44000.0
RGM ARANDIA GENERAL MERCHANDISE,44000.0
Rose Furniture,44000.0
K-Servico Trade Inc.,43990.0
3RG Fortune Enterprises,43932.0
EI Marketing,43915.0
REJOHN ENTERPRISES,43900.0
SOUTH EMERALD DISTRIBUTION INC.,43890.0
Rayos Trading and General Merchandise,43800.0
OGASSIR CORPORATION,43776.0
MFR Marketing,43757.0
William & Celia Bigasan,43750.0
OMIE ALCANTARA BIGASAN STORE,43750.0
Hospeco Philippines Inc.,43710.0
ROGELIO GARCIA,43645.0
CENTERA MART,43632.0
TABINGO PLASTIC,43560.0
E&M Trading,43500.0
"Surgico Phils., INC.",43500.0
CYBER LINK COMPU SALES,43500.0
ONLINE COMPUTER CENTER CORPORATION,43350.0
77CSV CORPORATION,43218.8
ISAMU Chemical International,43200.0
ZUELLIG PHARMA CORPORATION,43200.0
"Biotriune, Inc., BG's Marketing",43180.0
LEE-ANN's Catering Services,43032.0
LAMBUYAO SEA KABAYAN INCORPORATED,43005.0
PAULEN GENERAL MERCHANDISE,43000.0
PAULEN GENERAL MERCHANDISE,43000.0
"Maridan Industries, Inc.",43000.0
MR. JAYMAR T. EMBATE,43000.0
D Three Pest Management Services,43000.0
RF MARIANO CATERING SERVICES,43000.0
Northlandia Transport Service Multi-Purpose Cooperative (NORTRANSMPC),43000.0
Onica Pharma Trading & Gen. Mdse.,42960.0
LKS Pharmacy,42900.0
RILMAN'S GRAINS VETERINARY SUPPLY,42900.0
MMD Glassware and General Merchandise,42900.0
MMD Glassware and General Merchandise,42900.0
H28 BUILDERS AND CONSTRUCTION SUPPLY,42896.5
Wi-al Construction Builders,42810.0
MJ Fabshop,42800.0
Iloilo Izeem Commercial,42770.0
SYBICO PETRON STATION,42764.0
Erraville Computer Center,42750.0
Baliis Farmers and Community Association (BFCA),42750.0
Baliis Farmers and Community Association (BFCA),42750.0
TATA LUMBER,42741.0
Procurement Service (PS-DBM),42637.92
Lily's Restobar,42600.0
HAWK RESCUE EQUIPMENT & MERCHANDISE,42500.0
ORO COMPUTER CENTER,42500.0
Lucky Angel Medical Supply,42500.0
MRV Castro General Merchandise,42477.5
SB STORE,42411.05
ASSIL ENTERPRISES,42350.0
Sanvicare Medical supply,42280.0
GYPSIE'S STORE,42252.0
RGM ARANDIA GENERAL MERCHANDISE,42240.0
VALFI FUEL,42200.0
McBoning Construction Engineering and Supplies,42180.0
Puregold Duty Free Inc.,42174.91
Kareila Management Corp.,42091.0
DBM - Procurement Service,42005.6
RH Kemp Enterprises,42000.0
Bering Store,42000.0
"Tri-Den, Inc.",42000.0
PEDRO OSDAVA B. BESTED,42000.0
Byro Pharma,42000.0
Tri-Den Inc.,42000.0
PANGLAO BLUE WATER BEACH RESORT INC.,42000.0
THE STORY RESORT INC.,42000.0
Reinlab Corporation,42000.0
BIOSITE MEDICAL INSTRUMENTS,42000.0
JMINA Catering Services and Gowns,42000.0
JMina Catering Services and Gowns,42000.0
JMINA Catering Services and Gowns,42000.0
EF WILLIAMS DRY GOODS AND SUPPLIES,42000.0
EF WILLIAMS DRY GOODS AND SUPPLIES TRADING,42000.0
MFR MARKETING,41914.0
D. Reyes Pharmacy & Bakeshop,41912.0
Lot-9 Catering Services,41850.0
Lot-9 Catering Services,41850.0
Lot-9 Catering Services,41850.0
A & M Enterprises,41834.0
JC Admiral Trading,41784.82
Rebmann Incorporated,41770.0
Lot-9 Catering Services,41700.0
JOSMEF ENTERPRISES,41646.15
"Rebmann, Incorporated",41600.0
JUAN CARLO GASOLINE STATION,41561.4
DIAMED ENTERPRISE,41544.0
DREAM TEAM VENTURES,41534.0
JUZLAI CATERING AND FOOD SERVICES,41500.0
G STAR MARKETING & SUPPLIES,41406.0
AK Trading,41380.0
WALTERMART SUPERMARKET INC,41368.5
"Waltermart Supermarket, Inc.",41368.5
Salve's Dry Goods Trading,41340.0
FREEDOM COMMERCIAL PRINTERS,41300.0
JC Admiral Trading,41282.5
Malyka International Trading,41278.0
"MEDICAL TEST SYSTEMS, INC.",41250.0
"ANG DESIGN STUDIOS, INC.",41150.0
SMS Marketing,41150.0
Legazpi Jebson Marketing,41060.0
TUMANAN CONSTRUCTION SUPPLY,41015.0
"YANIT AIRCONDITIONING SALES, REPAIR & SERVICES",41000.0
Mabuhay Warehouse,40980.0
E&M Trading,40945.0
Joza Enterprises,40752.4
RGM ARANDIA GENERAL MERCHANDISE,40700.0
RGM Arandia General Merchandise,40600.0
DBM - Procurement Service,40560.0
ABCM ENTERPRISES,40550.0
Dau Agri Industrial Corporation,40500.0
BNO Medlab Trading,40500.0
Laxmi Automotive Services and Parts,40500.0
SEASIDE SHELL STATION,40417.0
JHE MERCHANDISING,40400.0
Hopps Marketing Inc.,40350.0
Pandan Multi-Purpose Cooperative,40350.0
HEXA CM INDUSTRIAL AND TRADING CORPORATION,40317.0
ATSKI GEMS AND FASHION TRENDS,40258.0
BAYAMBANG LGU EMPLOYEES CONSUMERS COOPERATIVE,40229.48
"KLG INTERNATIONAL, INC.",40200.0
JOVENNIA STORE/SONIA A. REVILLA,40160.0
Almost Enterprises,40150.0
SB STORE,40001.5
Davao Medworld Diagnostic Company,40000.0
Elpidio Siudad,40000.0
Kelsey's Trading,40000.0
Sophie's General Merchandise,40000.0
"Thea Computer Sales, Services & Enterprises",40000.0
JREV Pharma Drug Distributor,40000.0
MICEL CORPORATION,40000.0
AGUA VISIONS TRADING,40000.0
AGUA VISIONS TRADING,40000.0
"Hi-Precision Diagnostic Center, Inc.",40000.0
M-Plaza catering Services,40000.0
HEXA CM INDUSTRIAL & TRADING CORP,40000.0
Lily's Restobar,40000.0
A & A TRADING AND SERVICES,40000.0
Anito B. Tribiana,40000.0
Zenaida B. Ordonio,40000.0
AGUA VISIONS TRADING,40000.0
P.T. CERNA CORPORATION,40000.0
Nancy & Melo General Merchandise,40000.0
"Portafolio Interiors, Inc.",40000.0
BINGAWAN GASOLINE STATION,39999.97
"Metro Retail Stores Group, Inc.",39992.0
SB STORE,39989.6
PROCUREMENT SERVICE,39966.0
SB STORE,39960.1
"DECOARTS MARKETING, INC.",39932.25
SB STORE,39872.05
Bi-suns Build Ventures,39840.0
PCGEMPC,39800.0
EEA ENTERPRISE,39750.0
WARLYN CATERING,39750.0
ACA LAB TRADING,39690.0
CUISON CONSUMER GOODS TRADING,39615.0
Gensson Trade Corporation,39600.0
RGM Arandia General Merchandise,39600.0
Fres-mon Medical and Industrial Services,39600.0
Teddy Herrera,39585.0
Jen Bulls Catering Services,39585.0
Puregold Hardware,39544.0
Berovan Marketing INc,39500.0
DBM,39390.0
"Feline's Gift Shop, Inc.",39300.0
RB Bornolla,39291.75
Shurline Corporation,39240.8
