Name Of Awarded Company,Amount Awarded (in hundred thousands),Company Age
MXC CONSTRUCTION,19.9405404,0.057534246575342465
MXC CONSTRUCTION,12.3863668,0.057534246575342465
HEALTH OPTIONS ENTERPRISES,19.929,4.778082191780822
HEALTH OPTIONS ENTERPRISES,8.9775,4.778082191780822
HEALTH OPTIONS ENTERPRISES,7.85,4.778082191780822
HEALTH OPTIONS ENTERPRISES,5.85,4.778082191780822
HEALTH OPTIONS ENTERPRISES,5.38999,4.778082191780822
HEALTH OPTIONS ENTERPRISES,5.2,4.778082191780822
HEALTH OPTIONS ENTERPRISES,5.16,4.778082191780822
HEALTH OPTIONS ENTERPRISES,4.3337,4.778082191780822
HEALTH OPTIONS ENTERPRISES,3.3385,4.778082191780822
HEALTH OPTIONS ENTERPRISES,3.05,4.778082191780822
HEALTH OPTIONS ENTERPRISES,2.95,4.778082191780822
HEALTH OPTIONS ENTERPRISES,2.7,4.778082191780822
HEALTH OPTIONS ENTERPRISES,1.815,4.778082191780822
HEALTH OPTIONS ENTERPRISES,1.5,4.778082191780822
HEALTH OPTIONS ENTERPRISES,1.31,4.778082191780822
HEALTH OPTIONS ENTERPRISES,1.152,4.778082191780822
HEALTH OPTIONS ENTERPRISES,1.15,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.7688,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.7,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.6145,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.48,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.3,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.111,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.088,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.065,4.778082191780822
HEALTH OPTIONS ENTERPRISES,0.055,4.778082191780822
RAIK CONSTRUCTION AND SUPPLY,19.9019997,5.523287671232877
RAIK CONSTRUCTION AND SUPPLY,8.7147619,5.523287671232877
CHUMS PHARMA DISTRIBUTOR,19.8,6.021917808219178
CHUMS PHARMA DISTRIBUTOR,13.788,6.021917808219178
CHUMS PHARMA DISTRIBUTOR,10.67763,6.021917808219178
LAFORTEZA PHARMACY,19.66362,2.1205479452054794
"B. BRAUN AVITUM PHILIPPINES, INC.",19.605798,10.758904109589041
SGS HEALTHCARE CO.,19.278,1.9945205479452055
SGS HEALTHCARE CO.,4.96,1.9945205479452055
U-FIRST ENTERPRISES,19.227,10.186301369863013
U-FIRST ENTERPRISES,6.7552,10.186301369863013
"CME MEDBIO MARKETING, INC.",19.171,3.649315068493151
"CME MEDBIO MARKETING, INC.",0.24,3.649315068493151
NEGROS PETROLEUM CORPORATION,19.05,2.9452054794520546
PRIME MEDIX ENTERPRISES,19.0,6.419178082191781
PRIME MEDIX ENTERPRISES,19.0,6.419178082191781
PRIME MEDIX ENTERPRISES,19.0,6.419178082191781
PRIME MEDIX ENTERPRISES,19.0,6.419178082191781
PRIME MEDIX ENTERPRISES,19.0,6.419178082191781
PRIME MEDIX ENTERPRISES,5.4,6.419178082191781
FILKOHAYES SERVICES INC.,19.0,7.306849315068493
BIOSPECTRA MARKETING,18.95,11.03013698630137
BIOSPECTRA MARKETING,2.98,11.03013698630137
BIOSPECTRA MARKETING,1.05,11.03013698630137
BIOSPECTRA MARKETING,0.78,11.03013698630137
LGY TRADING,18.9,12.29041095890411
MGAN TRADING,18.5954,5.1726027397260275
MGAN TRADING,6.5087,5.1726027397260275
L.P.O. ENTERPRISES,18.5392,17.350684931506848
WI-AL CONSTRUCTION BUILDERS,18.42444,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,10.691,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,2.20019,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,1.7261279999999999,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,1.3312,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,0.77,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,0.67575,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,0.4281,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,0.358,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,0.29962,11.304109589041095
WI-AL CONSTRUCTION BUILDERS,0.2136,11.304109589041095
JILIJHEN ENTERPRISES,17.9155,2.695890410958904
AVECILLA TRADING,17.49,3.3753424657534246
AVECILLA TRADING,5.247,3.3753424657534246
AVECILLA TRADING,0.9,3.3753424657534246
FERSAL INTERNATIONAL CORPORATION,17.472,7.9150684931506845
FERSAL INTERNATIONAL CORPORATION,2.48976,7.9150684931506845
LORYN PHARMACY,17.4052,7.136986301369863
LORYN PHARMACY,5.1805,7.136986301369863
REIGN ENTERPRISES,17.39251,14.402739726027397
REIGN ENTERPRISES,8.062415,14.402739726027397
REIGN ENTERPRISES,5.2,14.402739726027397
REIGN ENTERPRISES,4.725,14.402739726027397
SOPHIE'S GENERAL MERCHANDISE,17.1895,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,3.0,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,2.5311,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,1.97671,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,1.875,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,1.5485,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,1.2,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,1.1965,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,0.88,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,0.4,8.797260273972602
SOPHIE'S GENERAL MERCHANDISE,0.16,8.797260273972602
"MEDISAFE PHILIPPINES, INCORPORATED",17.1,13.416438356164383
GEEMED ENTERPRISES,16.95235,2.8794520547945206
BCVR PRIME ENTERPRISE,16.7704954,5.306849315068493
BCVR PRIME ENTERPRISE,16.7704954,5.306849315068493
BCVR PRIME ENTERPRISE,16.7704954,5.306849315068493
BCVR PRIME ENTERPRISE,16.7704954,5.306849315068493
BCVR PRIME ENTERPRISE,3.9903,5.306849315068493
CLV GROCERY,16.64514,4.468493150684932
CLV GROCERY,16.64514,4.468493150684932
CLV GROCERY,9.8592,4.468493150684932
CLV GROCERY,6.01317,4.468493150684932
CLV GROCERY,0.744,4.468493150684932
CLV GROCERY,0.072,4.468493150684932
CALIBER INDUSTRIAL SALES CORP.,16.632,14.167123287671233
ALTHEA'S CATERING SERVICES,16.6252,6.158904109589041
ALTHEA'S CATERING SERVICES,9.661,6.158904109589041
ALTHEA'S CATERING SERVICES,6.73,6.158904109589041
ALTHEA'S CATERING SERVICES,5.35,6.158904109589041
ALTHEA'S CATERING SERVICES,4.75,6.158904109589041
MEDICO EXELENTE MARKETING,16.5,6.306849315068493
MEDICO EXELENTE MARKETING,13.2,6.306849315068493
MEDICO EXELENTE MARKETING,8.25,6.306849315068493
MEDICO EXELENTE MARKETING,2.4,6.306849315068493
MEDICO EXELENTE MARKETING,2.31,6.306849315068493
ELTRA ELECTRIC POWER CONTROL SYSTEM,16.4598,5.16986301369863
"ICARE LIFE MEDICAL DEVICES, INC.",16.185,4.041095890410959
JO-LEA TRADING ENTERPRISES,16.14,15.30958904109589
JO-LEA TRADING ENTERPRISES,7.45,15.30958904109589
JO-LEA TRADING ENTERPRISES,3.024,15.30958904109589
"P & J AGRICULTURAL TRADING, INC.",15.925,17.07945205479452
EFB BIO FARM SUPPLY,15.84,2.1452054794520548
SWAB GENERAL MERCHANDISE,15.8,1.3068493150684932
SWAB GENERAL MERCHANDISE,8.39,1.3068493150684932
SWAB GENERAL MERCHANDISE,6.922,1.3068493150684932
SWAB GENERAL MERCHANDISE,6.922,1.3068493150684932
JEEF MERCHANDISING,15.735975,4.67945205479452
DUBBEL MEDICAL CORPORATION,15.232,10.142465753424657
DUBBEL MEDICAL CORPORATION,8.96,10.142465753424657
DUBBEL MEDICAL CORPORATION,7.688,10.142465753424657
PROWEALTH INDUSTRIES,15.12,3.9863013698630136
PROWEALTH INDUSTRIES,0.86,3.9863013698630136
PROWEALTH INDUSTRIES,0.25,3.9863013698630136
GRAND LOGISTICS AND HOLDING CORPORATION,15.0108384,2.663013698630137
23 AND ME PHARMACEUTICAL CORPORATION,15.0,2.8684931506849316
ZANICE PHARMACEUTICAL,14.99949,7.435616438356164
ZANICE PHARMACEUTICAL,14.99676,7.435616438356164
ZANICE PHARMACEUTICAL,5.99499,7.435616438356164
ZANICE PHARMACEUTICAL,0.022,7.435616438356164
CANOMED CORPORATION,14.998528,17.317808219178083
BLUEDRAGON PHARMACEUTICAL TRADING,14.989,6.63013698630137
BLUEDRAGON PHARMACEUTICAL TRADING,8.3170198,6.63013698630137
BLUEDRAGON PHARMACEUTICAL TRADING,6.216838399999999,6.63013698630137
BLUEDRAGON PHARMACEUTICAL TRADING,1.0,6.63013698630137
SOFIA ENTERPRISES,14.9762,0.6246575342465753
SOFIA ENTERPRISES,8.793329,0.6246575342465753
FMG TRADING AND CONSTRUCTION SUPPLY,14.8256,3.419178082191781
"JET CONSTRUCTION, SUPPLIES & SERVICES",14.825,2.819178082191781
MANILA HEALTHTEK INC,14.784,3.978082191780822
MANILA HEALTHTEK INC,10.8024,3.978082191780822
HIGH M ENTERPRISES,14.656,0.0136986301369863
HIGH M ENTERPRISES,14.58,0.0136986301369863
HIGH M ENTERPRISES,7.306,0.0136986301369863
HIGH M ENTERPRISES,3.9,0.0136986301369863
FOODSPHERE INC.,14.52816,12.901369863013699
"ESCO PHILIPPINES, INC.",14.4872,6.917808219178082
"ESCO PHILIPPINES, INC.",14.4872,6.917808219178082
"ESCO PHILIPPINES, INC.",5.6,6.917808219178082
"ESCO PHILIPPINES, INC.",4.975264,6.917808219178082
"ESCO PHILIPPINES, INC.",4.928,6.917808219178082
"ESCO PHILIPPINES, INC.",3.8994,6.917808219178082
"ESCO PHILIPPINES, INC.",3.8994,6.917808219178082
"ESCO PHILIPPINES, INC.",3.5,6.917808219178082
"ESCO PHILIPPINES, INC.",2.4416,6.917808219178082
ANICIA T. PAMPANGAN TRADING,14.23,1.0273972602739727
CANDIDO G. MARTIR AGRO INDUSTRIAL DEVELOPMENT CORPORATION,14.177809,3.9616438356164383
CANDIDO G. MARTIR AGRO INDUSTRIAL DEVELOPMENT CORPORATION,6.2399895999999995,3.9616438356164383
NGB MARKETING,14.0,7.0
NGB MARKETING,9.99915,7.0
GOLDEN CIRCLE ENTERPRISES,13.99,7.065753424657534
GOLDEN CIRCLE ENTERPRISES,10.4925,7.065753424657534
SAN ANTONIO DISTRIBUTION,13.805,1.915068493150685
EJ MARKETING,13.8,6.205479452054795
EJ MARKETING,0.355,6.205479452054795
EJ MARKETING,0.26905,6.205479452054795
EJ MARKETING,0.155,6.205479452054795
JDL SIPHONING AND PLUMBING SERVICES,13.7040307,2.1945205479452055
JDL SIPHONING AND PLUMBING SERVICES,6.0,2.1945205479452055
SELLMARK STORE,13.44,0.0821917808219178
L-ZAY MEDICAL ENTERPRISE,13.396,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,9.95,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,9.95,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,5.9063,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,3.62302,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,3.0,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,2.19716,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,1.99999,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,1.499,9.41095890410959
L-ZAY MEDICAL ENTERPRISE,0.8346,9.41095890410959
ZYRE PHARMACEUTICALS CORPORATION,13.0593,11.161643835616438
LKS-RX CONVENIENCE STORE,13.05,6.145205479452055
LKS-RX CONVENIENCE STORE,0.7,6.145205479452055
LKS-RX CONVENIENCE STORE,0.7,6.145205479452055
3K BUILDERS,12.96482,15.893150684931507
3K BUILDERS,7.29366,15.893150684931507
LOPUE'S MANDALAGAN CORPORATION,12.859705,4.652054794520548
AZTECO CORPORATION,12.7484,1.336986301369863
SACRED HEART SAVINGS COOPERATIVE,12.616894199999999,5.156164383561644
RESCUE LIFE INDUSTRIAL SALES CO.,12.6,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,11.0735,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,4.1423,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,2.99912,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,1.95057,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,1.715,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,0.63186,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,0.3135,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,0.30173,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,0.25116,7.536986301369863
RESCUE LIFE INDUSTRIAL SALES CO.,0.1335,7.536986301369863
LILYHILL TRADING,12.42776,8.169863013698631
SK ENTERPRISES,12.41237,3.1315068493150684
"STEFAN'S PHARMACEUTICALS, DRUGSTORE,DISTRIBUTOR & GEN. MERCHANDISE",12.1838,14.575342465753424
"STEFAN'S PHARMACEUTICALS, DRUGSTORE,DISTRIBUTOR & GEN. MERCHANDISE",1.5,14.575342465753424
JASSIAN ENTERPRISES,12.0744,6.802739726027397
4 MARIA'S GENERAL MERCHANDISE,12.011,2.958904109589041
4 MARIA'S GENERAL MERCHANDISE,6.0055,2.958904109589041
4 MARIA'S GENERAL MERCHANDISE,1.729,2.958904109589041
GANCHE TRADING,12.0,2.147945205479452
TECHNOBIO MARKETING,11.97533,3.3095890410958906
TECHNOBIO MARKETING,3.56405,3.3095890410958906
ENSUREMED INC.,11.85,2.621917808219178
BOSS NIK ENTERPRISE,11.7429,7.304109589041096
BOSS NIK ENTERPRISE,10.291,7.304109589041096
BOSS NIK ENTERPRISE,9.75,7.304109589041096
BOSS NIK ENTERPRISE,4.403304,7.304109589041096
TITANIUM PHARMA,11.694,8.802739726027397
EJ AND JY WET MARKET & ENTERPRISES,11.6725,6.071232876712329
EJ AND JY WET MARKET & ENTERPRISES,0.70078,6.071232876712329
GOLDEN DELL GENERIC DISTRIBUTOR,11.5978,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,9.99,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,8.947,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,3.8,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,3.0065,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,3.0,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,2.04326,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,0.6,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,0.33,6.578082191780822
GOLDEN DELL GENERIC DISTRIBUTOR,0.2655,6.578082191780822
TRI-B MARKETING *T,11.417445,10.052054794520547
TRI-B MARKETING *T,6.851487,10.052054794520547
TRI-B MARKETING *T,5.5774795,10.052054794520547
TRI-B MARKETING *T,2.0204779999999998,10.052054794520547
KRYPTON INTERNATIONAL RESOURCES SALES & SERVICES INC.,11.29,1.0465753424657533
KRYPTON INTERNATIONAL RESOURCES SALES & SERVICES INC.,4.9925,1.0465753424657533
IAN TERRY'S GENERAL MERCHANDISE,11.25,1.6383561643835616
ALRV TRADING,11.23025,2.4602739726027396
SJN ENTERPRISES,11.184,2.3972602739726026
SJN ENTERPRISES,7.953,2.3972602739726026
SJN ENTERPRISES,5.49,2.3972602739726026
SJN ENTERPRISES,5.47,2.3972602739726026
SJN ENTERPRISES,4.6315,2.3972602739726026
SJN ENTERPRISES,2.6085,2.3972602739726026
SJN ENTERPRISES,1.4,2.3972602739726026
SJN ENTERPRISES,1.2965,2.3972602739726026
RJR MARKETING,11.125,10.498630136986302
RJR MARKETING,1.18,10.498630136986302
RJR MARKETING,0.75,10.498630136986302
RJR MARKETING,0.32,10.498630136986302
RJR MARKETING,0.316,10.498630136986302
MBB CONSTRUCTION & SUPPLY,11.0125944,12.597260273972603
CIRCLE K GAS STATION,11.0,0.7972602739726027
DRAKE MARKETING AND EQUIPMENT CORPORATION,11.0,14.063013698630137
DRAKE MARKETING AND EQUIPMENT CORPORATION,5.505,14.063013698630137
DRAKE MARKETING AND EQUIPMENT CORPORATION,5.5,14.063013698630137
DRAKE MARKETING AND EQUIPMENT CORPORATION,5.5,14.063013698630137
DRAKE MARKETING AND EQUIPMENT CORPORATION,1.9,14.063013698630137
RGP ENTERPRISES,11.0,2.7424657534246575
RGP ENTERPRISES,6.48,2.7424657534246575
RGP ENTERPRISES,3.0,2.7424657534246575
JGL GRAINS TRADING,10.788,3.5945205479452054
LVM FOOD SUPPLY,10.6769,16.589041095890412
LVM FOOD SUPPLY,0.308,16.589041095890412
SLB MERCHANDISE,10.5,3.6
RENSIS TRADING,10.31141,4.813698630136987
RENSIS TRADING,6.76583,4.813698630136987
BTL MEDICAL TECHNOLOGIES INC.,10.248,5.30958904109589
BTL MEDICAL TECHNOLOGIES INC.,9.968,5.30958904109589
BTL MEDICAL TECHNOLOGIES INC.,6.08,5.30958904109589
BTL MEDICAL TECHNOLOGIES INC.,2.432,5.30958904109589
BGC PHARMACY,10.2271,7.69041095890411
BGC PHARMACY,5.69836,7.69041095890411
BGC PHARMACY,4.6191,7.69041095890411
BGC PHARMACY,4.2725,7.69041095890411
BGC PHARMACY,2.921,7.69041095890411
BGC PHARMACY,2.539,7.69041095890411
BRIDGES ENTERPRISES,10.116,4.095890410958904
WINEGARD MARKETING,10.0811361,5.791780821917809
WINEGARD MARKETING,2.0744,5.791780821917809
MELCHESHOE TRADING,10.0712,7.86027397260274
EVERJOY DIAGNOSTIC TRADING,10.0225,10.068493150684931
LAGUNA SEEDGROWERS AGRICULTURE COOPERATIVE,10.0,2.4712328767123286
THE GENERICS PHARMACY,10.0,1.9506849315068493
THE GENERICS PHARMACY,4.0,1.9506849315068493
THE GENERICS PHARMACY,4.0,1.9506849315068493
THE GENERICS PHARMACY,0.045,1.9506849315068493
THE GENERICS PHARMACY,0.0319,1.9506849315068493
GRUPO CLARIS MULTI-PURPOSE COOPERATIVE,10.0,6.306849315068493
ALCEL CONSTRUCTION,10.0,14.838356164383562
ALCEL CONSTRUCTION,0.83375,14.838356164383562
ARVI-MED PHARMA SUPPLIES,9.99978,15.583561643835617
ARVI-MED PHARMA SUPPLIES,5.88357,15.583561643835617
ARVI-MED PHARMA SUPPLIES,3.91,15.583561643835617
ARVI-MED PHARMA SUPPLIES,2.244,15.583561643835617
ARVI-MED PHARMA SUPPLIES,0.64,15.583561643835617
GOD'S HEALING PHARMACY & PHARMA TRADING,9.99964,11.945205479452055
GOD'S HEALING PHARMACY & PHARMA TRADING,4.999545,11.945205479452055
GOD'S HEALING PHARMACY & PHARMA TRADING,4.99804,11.945205479452055
CLAVITE CONSTRUCTION AND SUPPLY,9.99588,3.2739726027397262
CLAVITE CONSTRUCTION AND SUPPLY,6.67155,3.2739726027397262
HOLY INFANT DRY GOODS STORE,9.99244,2.463013698630137
ALLIED BOTANICAL CORPORATION,9.98841,15.35890410958904
ALLIED BOTANICAL CORPORATION,8.46045,15.35890410958904
ALLIED BOTANICAL CORPORATION,4.95,15.35890410958904
ALLIED BOTANICAL CORPORATION,3.359,15.35890410958904
ALLIED BOTANICAL CORPORATION,3.01965,15.35890410958904
JOSEPHINE MORENO ENTERPRISES,9.9593,5.726027397260274
LYR MARKETING CORPORATION,9.93,4.484931506849315
NONIMA PHARMA TRADING,9.8942,8.405479452054795
NONIMA PHARMA TRADING,6.356944,8.405479452054795
NONIMA PHARMA TRADING,3.1125,8.405479452054795
NONIMA PHARMA TRADING,1.623,8.405479452054795
"WIRELESS LINK TECHNOLOGIES, INC.",9.8438,10.032876712328767
RDC TECHNOLOGY SOLUTIONS,9.8,4.024657534246575
RDC TECHNOLOGY SOLUTIONS,4.8,4.024657534246575
T.O.P. SEVENHUNDRED TRADING,9.78,7.254794520547946
MFR MEDICAL EQUIPMENT AND SUPPLY,9.7,4.104109589041096
LOVMIA MARKETING,9.672,4.578082191780822
LOVMIA MARKETING,9.577,4.578082191780822
LOVMIA MARKETING,9.36,4.578082191780822
LOVMIA MARKETING,7.58,4.578082191780822
LOVMIA MARKETING,5.85,4.578082191780822
LOVMIA MARKETING,3.92,4.578082191780822
LOVMIA MARKETING,3.598,4.578082191780822
LOVMIA MARKETING,3.3759,4.578082191780822
LOVMIA MARKETING,2.9725,4.578082191780822
LOVMIA MARKETING,0.2143,4.578082191780822
NINGNANG FOOD SERVICE,9.6645,7.575342465753424
NINGNANG FOOD SERVICE,0.28,7.575342465753424
KEL'Z PHARMACEUTICALS,9.55455,4.005479452054795
MA CONSTRUCTION AND SUPPLY,9.5496,3.5424657534246577
NAFC-DA MULTI-PURPOSE COOPERATIVE (NADAMCO),9.516,5.336986301369863
PMR TRADING,9.5,5.35068493150685
PHARMA-MEDIKA PHARMACEUTICALS,9.4818,6.958904109589041
JJC IN PRINTS,9.4709,5.041095890410959
"PANAMED PHILIPPINES, INC.",9.45,17.643835616438356
"PANAMED PHILIPPINES, INC.",1.08,17.643835616438356
"PANAMED PHILIPPINES, INC.",1.08,17.643835616438356
"PANAMED PHILIPPINES, INC.",0.5875,17.643835616438356
BIOTECHNICA MEDICAL ENTERPRISES,9.45,7.315068493150685
BIOTECHNICA MEDICAL ENTERPRISES,0.6,7.315068493150685
LRH ENTERPRISES,9.45,0.0684931506849315
LRH ENTERPRISES,2.025,0.0684931506849315
LRH ENTERPRISES,0.45435,0.0684931506849315
LRH ENTERPRISES,0.375,0.0684931506849315
LRH ENTERPRISES,0.187,0.0684931506849315
"RADIO MINDANAO NETWORK, INC.",9.44,5.098630136986301
VALDORA PHARMA TRADING,9.369,6.367123287671233
VALDORA PHARMA TRADING,1.88975,6.367123287671233
VALDORA PHARMA TRADING,1.79,6.367123287671233
VALDORA PHARMA TRADING,1.092,6.367123287671233
VALDORA PHARMA TRADING,0.78,6.367123287671233
MHIRADGE ENTERPRISES,9.36265,3.2
MHIRADGE ENTERPRISES,5.02858,3.2
VISHELEE MARKETING,9.315,4.920547945205479
VISHELEE MARKETING,3.28465,4.920547945205479
VISHELEE MARKETING,2.2,4.920547945205479
POMONA PHARMACEUTICAL DISTRIBUTION,9.3,3.276712328767123
JAAP GENERAL MERCHANDISE,9.19,15.975342465753425
MANZIHING CORPORATION,9.1259125,4.424657534246576
MANZIHING CORPORATION,0.6520864,4.424657534246576
MANZIHING CORPORATION,0.05828,4.424657534246576
"COMPRESSTECH RESOURCES, INC.",9.0,10.849315068493151
JOSMARC ENTERPRISES,9.0,13.389041095890411
JOSMARC ENTERPRISES,8.8,13.389041095890411
MEDASIA MEDICAL PRODUCTS CORPORATION,9.0,11.394520547945206
ABORQUE-EDEP PHARMACEUTICALS,8.98446,1.2191780821917808
BLUE CHIP MARKETING,8.9559795,4.5917808219178085
BLUE CHIP MARKETING,3.6,4.5917808219178085
KENMART MARKETING,8.9376,11.186301369863013
KENMART MARKETING,7.0,11.186301369863013
KENMART MARKETING,2.9,11.186301369863013
KENMART MARKETING,2.0963393,11.186301369863013
KENMART MARKETING,1.1854965,11.186301369863013
KENMART MARKETING,0.996,11.186301369863013
KENMART MARKETING,0.994,11.186301369863013
KENMART MARKETING,0.8224465,11.186301369863013
KENMART MARKETING,0.6312677999999999,11.186301369863013
KENMART MARKETING,0.35,11.186301369863013
KENMART MARKETING,0.3015,11.186301369863013
KENMART MARKETING,0.2495732,11.186301369863013
KENMART MARKETING,0.15,11.186301369863013
GOLDEN FARM AGRICULTURAL SUPPLY,8.7827,5.019178082191781
GOLDEN FARM AGRICULTURAL SUPPLY,7.8985,5.019178082191781
MAMAWAG CONSTRUCTION,8.7500021,14.210958904109589
MLP DRUG STORE,8.74691,4.465753424657534
INFOSHARE MANAGEMENT SYSTEMS,8.57332,10.005479452054795
INFOSHARE MANAGEMENT SYSTEMS,2.18621,10.005479452054795
INFOSHARE MANAGEMENT SYSTEMS,0.55,10.005479452054795
BEN-LIE ENTERPRISES,8.48565,4.158904109589041
NIPCON DISTRIBUTORS,8.4096,15.202739726027398
SAYDEE MARKETING,8.4,0.9260273972602739
JIRON GENERAL MERCHANDISE,8.37,5.501369863013698
P4S GENERAL MERCHANDISE,8.25,1.5068493150684932
SAMLEY ENTERPRISES,8.25,2.621917808219178
ALPHA MACHINERY AND ENGINEERING CORP.,8.25,16.682191780821917
MC-CHARLES MED TRADING,8.104648000000001,2.4575342465753423
MC-CHARLES MED TRADING,4.8242,2.4575342465753423
RIGHT ANCHOR CONSTRUCTION,8.0,4.572602739726028
GITI TRADING,7.95,2.164383561643836
EC PHARMA TRADING,7.9288,1.6164383561643836
EC PHARMA TRADING,3.68,1.6164383561643836
EC PHARMA TRADING,1.2,1.6164383561643836
MPA PHARMACARE,7.879,9.027397260273972
MPA PHARMACARE,0.5876,9.027397260273972
MPA PHARMACARE,0.371,9.027397260273972
MPA PHARMACARE,0.1484,9.027397260273972
"VERCA AGRO CHEM, INC.",7.76952,4.449315068493151
LABX CORP.,7.74,1.3205479452054794
LABX CORP.,0.364,1.3205479452054794
JHE MERCHANDISING,7.72,9.567123287671233
JHE MERCHANDISING,0.404,9.567123287671233
JHE MERCHANDISING,0.257,9.567123287671233
PAGES ENTERPRISES,7.677225,4.989041095890411
PAGES ENTERPRISES,6.68875,4.989041095890411
LR ENTERPRISES,7.6677,9.723287671232876
LR ENTERPRISES,3.24,9.723287671232876
LR ENTERPRISES,2.628,9.723287671232876
LR ENTERPRISES,2.41,9.723287671232876
LR ENTERPRISES,1.9125,9.723287671232876
LR ENTERPRISES,1.71335,9.723287671232876
LR ENTERPRISES,1.07,9.723287671232876
LR ENTERPRISES,1.0,9.723287671232876
LR ENTERPRISES,0.975,9.723287671232876
LR ENTERPRISES,0.9,9.723287671232876
LR ENTERPRISES,0.9,9.723287671232876
LR ENTERPRISES,0.716,9.723287671232876
LR ENTERPRISES,0.68699,9.723287671232876
LR ENTERPRISES,0.63,9.723287671232876
LR ENTERPRISES,0.60332,9.723287671232876
LR ENTERPRISES,0.46,9.723287671232876
LR ENTERPRISES,0.3223,9.723287671232876
LR ENTERPRISES,0.2548,9.723287671232876
LR ENTERPRISES,0.247,9.723287671232876
LR ENTERPRISES,0.2099,9.723287671232876
LR ENTERPRISES,0.175,9.723287671232876
LR ENTERPRISES,0.1516,9.723287671232876
NALE CONSTRUCTION,7.54815,12.046575342465754
PRC MARKETING,7.5,10.726027397260275
"FK ENTERPRISES, INC.",7.48493,7.813698630136987
IN-VITRO CLINICAL SYSTEMS,7.48001,10.189041095890412
"WORLD SOLUTION TECHNOLOGY, INC.",7.48,3.43013698630137
"WORLD SOLUTION TECHNOLOGY, INC.",0.7985,3.43013698630137
MACOR MERCHANDISING AND SERVICES,7.3725,8.021917808219179
MACOR MERCHANDISING AND SERVICES,5.924106,8.021917808219179
MACOR MERCHANDISING AND SERVICES,4.08375,8.021917808219179
MACOR MERCHANDISING AND SERVICES,1.59985,8.021917808219179
MACOR MERCHANDISING AND SERVICES,0.814,8.021917808219179
POWER HEALTH ENTERPRISE,7.36,3.4904109589041097
POWER HEALTH ENTERPRISE,2.7,3.4904109589041097
POWER HEALTH ENTERPRISE,1.44,3.4904109589041097
POWER HEALTH ENTERPRISE,0.26775,3.4904109589041097
AQUARIAN PHARMA,7.33932,9.301369863013699
JFO CONSTRUCTION,7.3229362,0.39452054794520547
FARMTECH AGRILAND CORPORATION,7.297,3.3643835616438356
HEALTHRUSH ENTERPRISES,7.2,0.6821917808219178
